dataset,image_name,user_label,true_label,age,gender,user_validation
FashionMnist,FashionMnist_768,Shirt,6,22,Male,yes
FashionMnist,FashionMnist_894,Shirt,2,22,Male,yes
FashionMnist,less_FashionMnist_620,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_1101,Pullover,4,22,Male,yes
FashionMnist,FashionMnist_602,Ankle boot,9,22,Male,yes
FashionMnist,less_FashionMnist_946,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_655,no illusion,5,22,Male,yes
FashionMnist,FashionMnist_936,Coat,4,22,Male,yes
FashionMnist,FashionMnist_468,Bag,8,22,Male,yes
FashionMnist,FashionMnist_342,T-shirt/top,0,22,Male,yes
FashionMnist,FashionMnist_1018,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_508,Pullover,2,22,Male,yes
FashionMnist,FashionMnist_1132,Coat,6,22,Male,yes
FashionMnist,FashionMnist_226,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_70,Bag,8,22,Male,yes
FashionMnist,FashionMnist_350,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_488,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_28,Dress,0,22,Male,no
FashionMnist,FashionMnist_685,T-shirt/top,6,22,Male,yes
FashionMnist,FashionMnist_978,T-shirt/top,6,22,Male,yes
FashionMnist,FashionMnist_61,Sneaker,7,22,Male,yes
FashionMnist,less_FashionMnist_989,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_75,Coat,2,22,Male,yes
FashionMnist,FashionMnist_12,Sandal,5,22,Male,yes
FashionMnist,FashionMnist_686,Dress,4,22,Male,yes
FashionMnist,FashionMnist_379,Coat,4,22,Male,yes
FashionMnist,FashionMnist_743,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_881,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_964,Shirt,6,22,Male,yes
FashionMnist,less_FashionMnist_148,no illusion,no illusion,22,Male,yes
FashionMnist,FashionMnist_684,Ankle boot,9,22,Male,yes
FashionMnist,FashionMnist_1119,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_484,Sneaker,7,22,Male,yes
FashionMnist,FashionMnist_81,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_874,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_1087,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_180,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_1147,Dress,4,22,Male,yes
FashionMnist,FashionMnist_875,Trouser,1,22,Male,yes
FashionMnist,FashionMnist_158,Sneaker,7,22,Male,yes
IllusionChar,illusion_char_181,FjVd,rLjVd,22,Male,yes
IllusionChar,illusion_char_493,81vgR,81vgR,22,Male,yes
IllusionChar,less_illusion_char_2439,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_2437,VW3D,vW3D,22,Male,yes
IllusionChar,illusion_char_108,RBYW,RBYW,22,Male,yes
IllusionChar,illusion_char_1118,GwPxI,GwPxI,22,Male,yes
IllusionChar,illusion_char_277,hIIkBs,hHkBs,22,Male,yes
IllusionChar,illusion_char_803,B0o,E0o,22,Male,yes
IllusionChar,illusion_char_548,QnM36,QnM36,22,Male,yes
IllusionChar,illusion_char_2758,3p9Ob,329Ob,22,Male,yes
IllusionChar,illusion_char_213,SIJq,SLJq,22,Male,yes
IllusionChar,illusion_char_1769,odA,odA,22,Male,yes
IllusionChar,illusion_char_1777,ZNv,ZNv,22,Male,yes
IllusionChar,less_illusion_char_151,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1779,SFcp,SFep,22,Male,yes
IllusionChar,illusion_char_709,06NP,06NP,22,Male,yes
IllusionChar,illusion_char_2278,3nI,3nt,22,Male,yes
IllusionChar,illusion_char_2245,6W3,6W3,22,Male,yes
IllusionChar,illusion_char_326,8QX,8QX,22,Male,yes
IllusionChar,illusion_char_1425,0Bs,0Bs,22,Male,yes
IllusionChar,illusion_char_263,mrs,mrs,22,Male,yes
IllusionChar,illusion_char_2798,POu,POu,22,Male,yes
IllusionChar,illusion_char_1932,n9KJ,a9KJ,22,Male,yes
IllusionChar,illusion_char_798,HxY,JlxY,22,Male,yes
IllusionChar,illusion_char_675,83y,83y,22,Male,yes
IllusionChar,illusion_char_2259,DGWA,TzGW7,22,Male,yes
IllusionChar,illusion_char_2561,Dm5w,Dm5w,22,Male,yes
IllusionChar,illusion_char_1142,jlljV,jHjV,22,Male,yes
IllusionChar,illusion_char_442,FZT,FZT,22,Male,yes
IllusionChar,illusion_char_828,KO5,KO5,22,Male,yes
IllusionChar,illusion_char_1343,2BU,2BU,22,Male,yes
IllusionChar,illusion_char_774,srfZ,srfZ,22,Male,yes
IllusionChar,illusion_char_148,5R4,5R4,22,Male,yes
IllusionChar,illusion_char_1357,HXS,HXS,22,Male,yes
IllusionChar,illusion_char_756,wjib,wjib,22,Male,yes
IllusionChar,illusion_char_1456,QX10,QX10,22,Male,yes
IllusionChar,less_illusion_char_134,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1975,SbAQ,SbAQ,22,Male,yes
IllusionChar,illusion_char_1276,up,iip,22,Male,yes
IllusionChar,illusion_char_176,ICgO,1CgO,22,Male,yes
IllusionChar,less_illusion_char_2761,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_2502,DYE,DYE,22,Male,yes
IllusionChar,illusion_char_333,ysh6O,zsh6O,22,Male,yes
IllusionChar,illusion_char_1060,ecy,eev,22,Male,yes
IllusionChar,less_illusion_char_1429,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_2865,k0mp,k0mp,22,Male,yes
IllusionChar,illusion_char_183,6UN,6UN,22,Male,yes
IllusionChar,illusion_char_2004,IQm,lQm,22,Male,yes
IllusionChar,illusion_char_736,xVt,xV1,22,Male,yes
IllusionChar,illusion_char_1085,Zuf,ZuI,22,Male,yes
IllusionChar,illusion_char_2585,IVYY9,IVYY9,22,Male,yes
IllusionChar,illusion_char_850,ZwKk3,ZwKk3,22,Male,yes
IllusionChar,illusion_char_2599,1mMZ,1mMZ,22,Male,yes
IllusionChar,illusion_char_845,pOdke,pOdke,22,Male,yes
IllusionChar,illusion_char_543,3xXUe,3xXUe,22,Male,yes
IllusionChar,illusion_char_579,jzle,jzlc,22,Male,yes
IllusionChar,illusion_char_2734,WY61,WY61,22,Male,yes
IllusionChar,illusion_char_1740,sKvj,sKvj,22,Male,yes
IllusionChar,illusion_char_95,NIQ,NtQ,22,Male,yes
IllusionChar,less_illusion_char_1825,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_2497,EJew,EJcw,22,Male,yes
IllusionChar,less_illusion_char_2694,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1938,p2Mb,p2Mb,22,Male,yes
IllusionChar,illusion_char_1783,oDE,oDEr,22,Male,yes
IllusionChar,illusion_char_2827,YWRI,YWRf,22,Male,yes
IllusionChar,illusion_char_1801,OUGZ,oUGZ,22,Male,yes
IllusionChar,illusion_char_689,peO,peO,22,Male,yes
IllusionChar,illusion_char_1232,HUMqD,HUMqD,22,Male,yes
IllusionChar,illusion_char_1342,Lxy,7xy,22,Male,yes
IllusionChar,illusion_char_1003,oUN,oUN,22,Male,yes
IllusionChar,illusion_char_2515,b8xW1,b8xW1,22,Male,yes
IllusionChar,illusion_char_2614,xHsGE,xHsGE,22,Male,yes
IllusionChar,less_illusion_char_1747,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1369,h7No2,h7No2,22,Male,yes
IllusionChar,illusion_char_1661,endwb,ejdwb,22,Male,yes
IllusionChar,illusion_char_613,FTRlo,FfR4o,22,Male,yes
IllusionChar,illusion_char_101,RVgq,RVgq,22,Male,yes
IllusionChar,illusion_char_495,MOyzN,MOvzN,22,Male,yes
IllusionChar,illusion_char_2748,IXOf6,lXOf6,22,Male,yes
IllusionChar,illusion_char_2516,Ax3,Ax3,22,Male,yes
IllusionChar,illusion_char_1515,I2dpv,L2dpv,22,Male,yes
IllusionChar,illusion_char_1455,iXkG,IXkC,22,Male,yes
IllusionChar,illusion_char_1891,6XRvN,6XRyN,22,Male,yes
IllusionChar,illusion_char_1194,sGMm,sGMm,22,Male,yes
IllusionChar,illusion_char_1940,LCZCh,LCZCh,22,Male,yes
IllusionChar,illusion_char_2879,gtnbU,gtnbU,22,Male,yes
IllusionChar,illusion_char_264,LmKx6,LmKx6,22,Male,yes
IllusionChar,illusion_char_1941,o6g,o6g,22,Male,yes
IllusionChar,illusion_char_1174,GsM3,GsM3,22,Male,yes
IllusionChar,illusion_char_2284,9LqA3,9LqA3,22,Male,yes
IllusionChar,illusion_char_1044,GXfny,GXfny,22,Male,yes
IllusionChar,illusion_char_1248,eUC,eUC,22,Male,yes
IllusionChar,illusion_char_2199,ygn,ygn,22,Male,yes
IllusionChar,illusion_char_2223,NIM,NlM,22,Male,yes
IllusionChar,illusion_char_282,mQJUa,mQJUa,22,Male,yes
IllusionChar,illusion_char_404,2e1,2e1,22,Male,yes
IllusionChar,illusion_char_1627,TNd,TNd,22,Male,yes
IllusionChar,illusion_char_37,q3Udx,q3Udx,22,Male,yes
IllusionChar,illusion_char_2927,7xURO,7xURO,22,Male,yes
IllusionChar,illusion_char_349,Cu8,Cu8,22,Male,yes
IllusionChar,illusion_char_427,LAa,LAa,22,Male,yes
IllusionChar,less_illusion_char_2395,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_881,lvF,lvF,22,Male,yes
IllusionChar,illusion_char_1652,u2a,u2a,22,Male,yes
IllusionChar,illusion_char_66,vzl,vzJ,22,Male,yes
IllusionChar,illusion_char_1625,S0uP,s0uP,22,Male,yes
IllusionChar,illusion_char_2261,U35JQ,U35JQ,22,Male,yes
IllusionChar,illusion_char_2352,AhZ,V8Z,22,Male,yes
IllusionChar,illusion_char_2082,cprY,cpiY,22,Male,yes
IllusionChar,illusion_char_28,nOjz0,nOjz0,22,Male,yes
IllusionChar,illusion_char_2438,eNKnU,cNKnU,22,Male,yes
IllusionChar,illusion_char_2272,cwo,cwe,22,Male,yes
IllusionChar,illusion_char_1177,4kNFy,IkNFy,22,Male,yes
IllusionChar,illusion_char_2363,HZoM,HZoM,22,Male,yes
IllusionChar,illusion_char_801,cwUa,cwUa,22,Male,yes
IllusionChar,illusion_char_1080,IOcI,1Ovct,22,Male,yes
IllusionChar,illusion_char_1243,P2Vjz,P2Vjz,22,Male,yes
IllusionChar,illusion_char_1476,5Niwa,5Ntwa,22,Male,yes
IllusionChar,illusion_char_2191,xfQcu,vfQeu,22,Male,yes
IllusionChar,illusion_char_290,bJ9Iw,bJ91w,22,Male,yes
IllusionChar,illusion_char_998,o8WVJ,o8WVJ,22,Male,yes
IllusionChar,less_illusion_char_1329,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_256,Ack,Aek,22,Male,yes
IllusionChar,illusion_char_2509,Dra0,Dra0,22,Male,yes
IllusionChar,illusion_char_2621,bEO,bEO,22,Male,yes
IllusionChar,illusion_char_330,RYnV4,RYnV4,22,Male,yes
IllusionChar,illusion_char_1573,RIV,RtV,22,Male,yes
IllusionChar,illusion_char_961,MfQ,MfQ,22,Male,yes
IllusionChar,less_illusion_char_102,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_854,XrI5I,XrI5F,22,Male,yes
IllusionChar,illusion_char_1012,9KS,9KS,22,Male,yes
IllusionChar,illusion_char_1198,Mjv,MjV,22,Male,yes
IllusionChar,illusion_char_1927,1au,1au,22,Male,yes
IllusionChar,illusion_char_1196,z1A,ztA,22,Male,yes
IllusionChar,illusion_char_2396,VXMnQ,VXMpQ,22,Male,yes
IllusionChar,illusion_char_1025,v8Z,v8Z,22,Male,yes
IllusionChar,illusion_char_1351,fCj,fCt,22,Male,no
IllusionChar,illusion_char_1199,LLT,LLT,22,Male,yes
IllusionChar,illusion_char_1913,OoU,OcU,22,Male,yes
IllusionChar,illusion_char_1092,wcS,weS,22,Male,yes
IllusionChar,illusion_char_382,eY2Kq,eY2Kq,22,Male,yes
IllusionChar,illusion_char_869,VmR,VmR,22,Male,yes
IllusionChar,illusion_char_1363,pJNB,pJNB,22,Male,yes
IllusionChar,less_illusion_char_2497,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_762,5rvJ7u,5wJ7a,22,Male,yes
IllusionChar,illusion_char_2630,fGnAx,fGnAx,22,Male,yes
IllusionChar,illusion_char_2040,bcaX,bcaX,22,Male,yes
IllusionChar,illusion_char_707,dnD,dnD,22,Male,yes
IllusionChar,illusion_char_691,dThfg,dThfg,22,Male,yes
IllusionChar,illusion_char_2867,oMtk,oMtk,22,Male,yes
IllusionChar,illusion_char_2068,96TQc,96fQe,22,Male,yes
IllusionChar,illusion_char_1149,sSh,sSh,22,Male,yes
IllusionChar,illusion_char_278,ePtY,ePtY,22,Male,yes
IllusionChar,illusion_char_507,LBU,LBU,22,Male,yes
IllusionChar,illusion_char_703,twAo,twAe,22,Male,yes
IllusionChar,less_illusion_char_1961,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_470,wwwB8,wwwB8,22,Male,yes
IllusionChar,illusion_char_992,PgO,EgO,22,Male,yes
IllusionChar,illusion_char_1295,AORO,AORO,22,Male,yes
IllusionChar,illusion_char_1411,FbY1x,FbY1x,22,Male,yes
IllusionChar,illusion_char_1930,IVP,IVE,22,Male,yes
IllusionChar,illusion_char_1887,sKiZ,sKiZ,22,Male,yes
IllusionChar,illusion_char_1160,j6I,j6I,22,Male,yes
IllusionChar,illusion_char_1933,cqYN,cqYN,22,Male,yes
IllusionChar,illusion_char_1207,pdf,pdf,22,Male,yes
IllusionChar,illusion_char_1873,Xlt6,XH6,22,Male,yes
IllusionChar,less_illusion_char_666,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_311,uhI,qKl,22,Male,no
IllusionChar,illusion_char_1166,Ybku,vbka,22,Male,yes
IllusionChar,less_illusion_char_1787,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_2270,SHj,8H1,22,Male,yes
IllusionChar,illusion_char_2156,Jcn,Jcr,22,Male,yes
IllusionChar,less_illusion_char_763,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_219,XN53e,XN53e,22,Male,yes
IllusionChar,illusion_char_1182,87qcD,szqcD,22,Male,yes
IllusionChar,illusion_char_2336,UKu,UKu,22,Male,yes
IllusionChar,illusion_char_2678,7IJ,7IJ,22,Male,yes
IllusionChar,illusion_char_363,pmJC,pmJC,22,Male,yes
IllusionChar,illusion_char_2425,tuUix,tuUix,22,Male,yes
IllusionChar,illusion_char_1741,eu5mO,eu5mO,22,Male,yes
IllusionChar,illusion_char_1594,ta7c0,ta7c0,22,Male,yes
IllusionChar,illusion_char_2952,IU81p,IU81p,22,Male,yes
IllusionChar,illusion_char_1156,6hdKc,6hdKc,22,Male,yes
IllusionChar,illusion_char_920,smU,smU,22,Male,yes
IllusionChar,illusion_char_245,UZIt,UZTt,22,Male,yes
IllusionChar,illusion_char_275,Dill,DjH,22,Male,yes
IllusionChar,less_illusion_char_1425,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_2684,qlbOI,qlbC1,22,Male,yes
IllusionChar,illusion_char_913,8tV,8tV,22,Male,yes
IllusionChar,illusion_char_1715,XundI,Xmd1,22,Male,yes
IllusionChar,illusion_char_1400,sm7C,sm7C,22,Male,yes
IllusionChar,illusion_char_2003,D9Ay,D9Ay,22,Male,yes
IllusionChar,illusion_char_1213,3IlI,3HI2,22,Male,yes
IllusionChar,illusion_char_1033,EqVQK,FqVQK,22,Male,yes
IllusionChar,illusion_char_1187,yNoq,yNoq,22,Male,yes
IllusionChar,illusion_char_1399,woYn,woYw,22,Male,yes
IllusionChar,illusion_char_835,oXp,oXp,22,Male,yes
IllusionChar,illusion_char_775,UwdJK,UwdJK,22,Male,yes
IllusionChar,illusion_char_372,vIaRJ,yLaR1,22,Male,yes
IllusionChar,illusion_char_2055,OTYXw,OTYXw,22,Male,yes
IllusionChar,illusion_char_1874,jtVo,JIVa,22,Male,yes
IllusionChar,illusion_char_912,CSPSD,CSPSD,22,Male,yes
IllusionChar,illusion_char_2299,I2u,I2u,22,Male,yes
IllusionChar,less_illusion_char_2248,no illusion,no illusion,22,Male,yes
IllusionChar,illusion_char_1983,G59,G59,22,Male,yes
IllusionChar,illusion_char_1309,KS,KSyl,22,Male,no
IllusionChar,illusion_char_1538,k9jn,k9jn,22,Male,yes
