image_name,Pprompt,Nprompt,illusion_strength,label,raw_itc_answers,ill_itc_answers,ill_less_itc_answers,ill_filtered_itc_answers,ill_less_filtered_itc_answers
FashionMnist_284,A bustling harbor with ships coming and going,low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Dress,illusion Sandal
FashionMnist_285,A lonely cottage in autumn forest,low quality,1.5,0,T-shirt/top,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_286,"Vast coral reef, vibrant colors dance, schools of fish dart through the waves",low quality,1.5,6,T-shirt/top,illusion Bag,no illusion,illusion Pullover,illusion Trouser
FashionMnist_287,Rustic lighthouse on rocky coastline amid crashing waves,low quality,1.5,6,Dress,illusion T-shirt/top,no illusion,illusion Dress,no illusion
FashionMnist_288,Glowing lanterns lighting up a cobblestone alleyway at night,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_289,"Cyber vines crawl through metal trees, reflections shimmer on artificial seas, birds cast neon hues",low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_290,"A vast, green meadow with wildflowers and a rainbow",low quality,1.5,4,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_291,Manatee feeding placidly in warm seagrass beds,low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_292,A lush garden overflowing with blooming roses,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_293,A colorful meadow with a flowing river and vibrant hot air balloons,low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_294,A rustic barn surrounded by rolling fields of sunflowers,low quality,1.5,6,T-shirt/top,illusion Dress,no illusion,illusion Dress,no illusion
FashionMnist_295,Quaint cobblestone alleyway in old European town,low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,illusion Trouser
FashionMnist_296,A tropical rainforest with cascading waterfalls,low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Sandal,illusion Sandal
FashionMnist_297,Swallows swooping low over tranquil pond,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_298,"Neon outlines of futuristic structures illuminate the sky, reflected in the river below",low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_299,A small house near seashore,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Sandal
FashionMnist_300,A field of blooming sunflowers swaying in the wind,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Pullover,no illusion
FashionMnist_301,Vibrant sunset over tranquil beach,low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_302,A vast desert landscape with towering sand dunes,low quality,1.5,3,Dress,illusion Bag,no illusion,illusion Dress,no illusion
FashionMnist_303,Eerie underwater lab with glowing fish and abandoned research equipment,low quality,1.5,6,T-shirt/top,illusion T-shirt/top,no illusion,illusion Shirt,no illusion
FashionMnist_304,A fantasy castle with a moat and drawbridge,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Sandal
FashionMnist_305,A magnificent sunset over the ocean with sailboats,low quality,1.5,0,Pullover,illusion Pullover,no illusion,illusion T-shirt/top,no illusion
FashionMnist_306,A giant robot overlooking a city at night,low quality,1.5,0,Pullover,illusion Pullover,no illusion,illusion Pullover,illusion Sandal
FashionMnist_307,"Snow-covered mountains, standing tall, reflect in frozen lake below",low quality,1.5,2,Pullover,illusion Trouser,no illusion,illusion T-shirt/top,no illusion
FashionMnist_308,A woman playing the guitar by the campfire,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,illusion Sandal
FashionMnist_309,"Dinosaurs roam dusty plains, glowing volcanic mountains pierce the twilight sky",low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_310,Shark fin slicing smoothly through deep blue sea,low quality,1.5,7,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,illusion Sandal
FashionMnist_311,A cozy cottage nestled in a snow-covered forest,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_312,An empty meadow with a few trees and a small river,low quality,1.5,3,Dress,illusion T-shirt/top,no illusion,illusion Trouser,no illusion
FashionMnist_313,A bustling marketplace filled with exotic spices and fabrics,low quality,1.5,6,T-shirt/top,illusion Trouser,no illusion,illusion Dress,illusion Trouser
FashionMnist_314,A serene lake surrounded by blooming cherry trees,low quality,1.5,4,Shirt,illusion T-shirt/top,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_315,A blissful yoga retreat nestled within tropical forests,low quality,1.5,2,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,illusion Bag
FashionMnist_316,A surreal landscape with floating islands,low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_317,Mountain goats traversing rugged terrain,low quality,1.5,9,Ankle boot,illusion Ankle boot,illusion Pullover,illusion Ankle boot,no illusion
FashionMnist_318,A woman playing the guitar by the campfire,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_319,A misty jungle with a waterfall and lush trees,low quality,1.5,6,T-shirt/top,illusion Shirt,no illusion,illusion T-shirt/top,illusion Trouser
FashionMnist_320,A bustling market square with vendors selling exotic spices and textiles,low quality,1.5,4,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_321,A charming vineyard with rows of grapevines stretching towards the horizon,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_322,Total lunar eclipse painting blood-red moon,low quality,1.5,2,Pullover,illusion Coat,no illusion,illusion Pullover,no illusion
FashionMnist_323,A cozy New Year's Eve toast at midnight,low quality,1.5,6,Coat,illusion Bag,no illusion,illusion Pullover,illusion Sandal
FashionMnist_324,A steampunk world powered by gears and clockworks,low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_325,"A modern city with skyscrapers, trees, and a river",low quality,1.5,4,Pullover,illusion T-shirt/top,no illusion,illusion T-shirt/top,no illusion
FashionMnist_326,A serene meadow blanketed in a carpet of purple lavender,low quality,1.5,6,Pullover,illusion Pullover,illusion Sandal,illusion Shirt,no illusion
FashionMnist_327,Komodo Dragon slithering stealthily,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_328,A serene pond covered in lily pads and blooming lotus flowers,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_329,A classic car driving along a coastal highway,low quality,1.5,7,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_330,A desert with a lake in the middle,low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_331,"Eerie silence surrounds snow-covered forest, glowing moon casts long shadows",low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_332,A futuristic city with flying cars and neon lights,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,illusion Sandal
FashionMnist_333,A snowy tundra with polar bears and northern lights,low quality,1.5,0,T-shirt/top,illusion T-shirt/top,no illusion,illusion Pullover,illusion Sandal
FashionMnist_334,"A vast, lush jungle with mist-shrouded mountains and a winding river",low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_335,A lone hiker on a trail in the mountains,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_336,A mystical forest enchanted by soft glowing fireflies,low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Dress
FashionMnist_337,A futuristic cityscape with skyscrapers and flying cars,low quality,1.5,7,Ankle boot,illusion Ankle boot,illusion Coat,illusion Sandal,illusion Dress
FashionMnist_338,Windswept dunes meet turquoise waves at sunset,low quality,1.5,2,Shirt,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_339,A golden sunset over a vast savanna with roaming wildlife,low quality,1.5,2,T-shirt/top,illusion T-shirt/top,no illusion,illusion T-shirt/top,no illusion
FashionMnist_340,A bustling marketplace with colorful stalls and people bartering,low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Trouser
FashionMnist_341,A starry night above a calm sea with mountains,low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_342,Two kids playing in a park,low quality,1.5,0,Trouser,illusion Trouser,no illusion,illusion Dress,no illusion
FashionMnist_343,A celestial universe filled with planets and galaxies,low quality,1.5,3,Trouser,illusion Pullover,no illusion,illusion Trouser,no illusion
FashionMnist_344,Rolling green hills dotted with grazing sheep under white clouds,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_345,A peaceful cabin under a cliff overlooking a lake,low quality,1.5,6,Trouser,illusion Dress,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_346,"Dense forest meets mountain peaks, sunlight filters through leaves in spiral patterns, birds call to each other",low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Coat
FashionMnist_347,A lush meadow beneath a bright blue summer sky,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_348,"Mountains embrace sparkling lake, sunlight paints ripples, forest glows faintly",low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_349,A serene temple nestled in the heart of a tranquil garden,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_350,Vast underwater world filled with colorful fish and glowing coral formations,low quality,1.5,9,Ankle boot,illusion Bag,no illusion,illusion Ankle boot,illusion Trouser
FashionMnist_351,Birds singing harmoniously at dawn,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_352,A misty forest shrouded in ancient trees and tangled vines,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Sandal,illusion Trouser
FashionMnist_353,A mesmerizing aurora borealis phenomenon,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Pullover,no illusion
FashionMnist_354,A peaceful rice terrace overlooking a tranquil valley,low quality,1.5,3,Dress,illusion T-shirt/top,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_355,Komodo Dragon slithering stealthily,low quality,1.5,6,T-shirt/top,illusion Ankle boot,no illusion,illusion T-shirt/top,no illusion
FashionMnist_356,"Ancient city emerges from forest depths, moonlight illuminates towering structures",low quality,1.5,0,T-shirt/top,illusion Pullover,no illusion,illusion Coat,illusion Sandal
FashionMnist_357,"Mountains rise above a serene lake, sunlight reflecting on their reflective surfaces",low quality,1.5,2,T-shirt/top,illusion Dress,no illusion,illusion Pullover,no illusion
FashionMnist_358,"Ancient tree branches reach towards the sky, sunlight filtering through creating intricate patterns",low quality,1.5,4,Coat,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_359,A dense forest with lofty mountains and a meandering river,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Sandal
FashionMnist_360,Vibrant city at night with neon lights,low quality,1.5,0,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_361,A busy marketplace filled with colorful stalls,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Trouser
FashionMnist_362,An abandoned castle shrouded in mist atop a lonely hill,low quality,1.5,2,Shirt,illusion T-shirt/top,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_363,A misty forest with a waterfall,low quality,1.5,2,Pullover,illusion Pullover,no illusion,illusion Pullover,illusion Trouser
FashionMnist_364,A hiker on top of a hill overlooking camp,low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Pullover,illusion Sandal
FashionMnist_365,Misty jungle surrounded by vibrant flowers and tall palm trees,low quality,1.5,4,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_366,A mystical cave illuminated by glowing crystals,low quality,1.5,7,Sandal,illusion Sandal,no illusion,illusion Sandal,illusion Sandal
FashionMnist_367,A foggy forest with a winding path,low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_368,Glowing lanterns lighting up a cobblestone alleyway at night,low quality,1.5,2,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_369,Monarch butterfly colony migrating to Mexico,low quality,1.5,2,Pullover,illusion Pullover,illusion Dress,illusion Pullover,illusion Ankle boot
FashionMnist_370,A foggy forest with a single path,low quality,1.5,5,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_371,A spacecraft entering Mars' orbit,low quality,1.5,0,Trouser,illusion Ankle boot,no illusion,illusion Dress,illusion Sandal
FashionMnist_372,A beautiful sunset over a tranquil lake,low quality,1.5,7,Sandal,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_373,A bustling train station with passengers rushing to catch their trains,low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_374,Beautiful butterfly alighting on delicate flower petals,low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_375,"Mountain meets lake reflection, sunlight dances on ripples, birds flutter over water",low quality,1.5,0,Pullover,illusion Dress,no illusion,illusion Dress,illusion Dress
FashionMnist_376,A group of explorers in an ancient jungle,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_377,"Ancient city walls engulfed in snow, sunlight illuminating the crumbled stones",low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_378,"A majestic sunrise illuminates the mountains, casting long shadows over valleys below",low quality,1.5,9,Ankle boot,illusion Bag,no illusion,illusion Ankle boot,illusion Sandal
FashionMnist_379,Underwater city illuminated by bioluminescent creatures and coral structures,low quality,1.5,4,Dress,illusion T-shirt/top,no illusion,illusion Dress,illusion Sandal
FashionMnist_380,Tropical storm forming off distant Caribbean island,low quality,1.5,2,Pullover,illusion Pullover,illusion Sandal,illusion T-shirt/top,illusion Sandal
FashionMnist_381,**Scene:** A tranquil valley with a winding river and lush greenery,low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,illusion Sandal
FashionMnist_382,A cozy cabin nestled in the midst of a pine forest,low quality,1.5,0,Pullover,illusion Ankle boot,no illusion,illusion Pullover,no illusion
FashionMnist_383,"A glimpse of hidden ruins illuminated by moonlight, secrets whispered in the shadows",low quality,1.5,2,Shirt,illusion Pullover,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_384,"Eerie silence fills the ancient temple grounds, moonlight illuminating dusty statues",low quality,1.5,3,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_385,Puffin taking flight from coastal cliffs,low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_386,A field of blooming sunflowers swaying in the wind,low quality,1.5,8,Pullover,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_387,Tokyo city at night with Mount Fuji in the background,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_388,A Kwanzaa celebration honoring heritage,low quality,1.5,6,Pullover,illusion Bag,no illusion,illusion Pullover,illusion Sandal
FashionMnist_389,"Sun paints mountains golden glow, river whispers secrets below, birds dance in silent show",low quality,1.5,2,T-shirt/top,illusion Pullover,no illusion,illusion Dress,no illusion
FashionMnist_390,A colorful sunset over a calm sea,low quality,1.5,6,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_391,A majestic waterfall plunging into a rocky canyon,low quality,1.5,6,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_392,A peaceful garden with blooming cherry blossom trees,low quality,1.5,4,T-shirt/top,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_393,A quirky steampunk city with gears and turbines everywhere,low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,illusion Sandal
FashionMnist_394,"Sun illuminates untouched forest, sunlight filtering through vibrant foliage",low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,no illusion
FashionMnist_395,"Neon glow illuminates futuristic robots, reflection shimmering on crystalline lake",low quality,1.5,2,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,illusion Dress
FashionMnist_396,"Foggy lake, ancient trees reach limbs, morning sun paints ripples",low quality,1.5,0,T-shirt/top,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_397,"Neon glow reflects off metallic river, towering robots glide silently above",low quality,1.5,4,T-shirt/top,illusion T-shirt/top,no illusion,illusion T-shirt/top,no illusion
FashionMnist_398,Sunrise over a misty lavender field,low quality,1.5,6,T-shirt/top,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_399,A spooky haunted house with creaking doors and ghostly figures,low quality,1.5,1,Trouser,illusion Trouser,illusion Coat,illusion Trouser,illusion Coat
FashionMnist_400,"A beautiful white swan , in a blue lake with lily pads",low quality,1.5,2,Pullover,illusion Ankle boot,no illusion,illusion T-shirt/top,no illusion
FashionMnist_401,Wild horses running free in windswept grasslands,low quality,1.5,0,T-shirt/top,illusion T-shirt/top,no illusion,illusion Shirt,no illusion
FashionMnist_402,Sunset over a calm tropical lake,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_403,A misty forest filled with towering redwoods,low quality,1.5,7,Ankle boot,illusion Sandal,no illusion,illusion Sandal,illusion Trouser
FashionMnist_404,A peaceful meadow with a rainbow stretching across the sky,low quality,1.5,0,Dress,illusion T-shirt/top,no illusion,illusion T-shirt/top,no illusion
FashionMnist_405,A bustling city street filled with colorful shops and pedestrians,low quality,1.5,4,T-shirt/top,illusion Trouser,no illusion,illusion Dress,illusion Bag
FashionMnist_406,A majestic snow-capped mountain towering above a glacier,low quality,1.5,4,Pullover,illusion Pullover,illusion Sandal,illusion Pullover,illusion Sandal
FashionMnist_407,"Vibrant fields of sunflowers stretching endlessly, glowing sun setting over hills",low quality,1.5,6,T-shirt/top,illusion Bag,no illusion,illusion T-shirt/top,no illusion
FashionMnist_408,"Sunrise paints horizon gold, ocean waves meet rocky shore, birds sing echoing melodies",low quality,1.5,6,T-shirt/top,illusion Dress,no illusion,illusion Trouser,illusion Sandal
FashionMnist_409,Frozen tundra landscape with towering ice structures and aurora borealis lights,low quality,1.5,2,T-shirt/top,illusion Dress,no illusion,illusion Shirt,illusion Sandal
FashionMnist_410,Two friends hiking on a mountain during sunset,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_411,Fire tornado ripping through California wildfires,low quality,1.5,0,Dress,illusion Pullover,no illusion,illusion T-shirt/top,no illusion
FashionMnist_412,A vast desert under the twilight sky,low quality,1.5,6,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_413,Geysir erupting in Yellowstone National Park,low quality,1.5,7,Sandal,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_414,"Neon reflections illuminate a bustling night market, shadows dancing beneath the stalls",low quality,1.5,2,T-shirt/top,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_415,"Ghostly apparitions dancing in a shimmering forest, moonlight as their guide",low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_416,A tranquil lake reflecting the vibrant fall foliage of surrounding trees,low quality,1.5,4,Dress,illusion T-shirt/top,no illusion,illusion Dress,no illusion
FashionMnist_417,A crowded concert filled with cheering fans and flashing lights,low quality,1.5,2,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_418,"A lonely figure walks along a moonlit beach, waves crashing softly on the shore",low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_419,"Neon city beneath a stormy night sky, lightning striking skyscrapers",low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,illusion Sandal
FashionMnist_420,"A forgotten boat rests beneath the waves, sunlight illuminating its weathered hull",low quality,1.5,4,T-shirt/top,illusion Pullover,no illusion,illusion T-shirt/top,no illusion
FashionMnist_421,A starry night sky with the Milky Way visible,low quality,1.5,5,Bag,illusion Sandal,no illusion,illusion Sandal,illusion Trouser
FashionMnist_422,Thundering waterfalls cascading into pools below,low quality,1.5,3,Dress,illusion Trouser,no illusion,illusion Dress,no illusion
FashionMnist_423,A magical garden filled with talking animals and sparkling flowers,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Sandal
FashionMnist_424,Blue whale sounding deeply,low quality,1.5,5,Ankle boot,illusion Ankle boot,no illusion,illusion Sandal,no illusion
FashionMnist_425,Volcanic landscape with flowing lava and levitating plants,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Sandal
FashionMnist_426,A peaceful village by the lake shore,low quality,1.5,4,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_427,A serene zen garden with meticulously raked sand and bonsai trees,low quality,1.5,4,Pullover,illusion Pullover,no illusion,illusion Dress,no illusion
FashionMnist_428,A colorful coral reef teeming with exotic fish and sea creatures,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Trouser
FashionMnist_429,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,1.5,9,Ankle boot,illusion Bag,no illusion,illusion Ankle boot,illusion Sandal
FashionMnist_430,A futuristic city with flying cars and skyscrapers,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,illusion Bag
FashionMnist_431,Tranquil mountains overlooking a lush jungle and flowing river,low quality,1.5,6,T-shirt/top,illusion Dress,no illusion,illusion T-shirt/top,no illusion
FashionMnist_432,A creepy abandoned asylum with boarded up windows and rusted gates,low quality,1.5,2,T-shirt/top,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_433,"Whirlwind of ice crystals, frozen waterfall cascades over towering rock",low quality,1.5,4,Coat,illusion Trouser,no illusion,illusion Shirt,illusion Sandal
FashionMnist_434,A rustic farm with cows grazing in a green pasture,low quality,1.5,4,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_435,"Sun illuminates untouched forest, sunlight filtering through vibrant foliage",low quality,1.5,2,Pullover,illusion T-shirt/top,no illusion,illusion Pullover,no illusion
FashionMnist_436,A serene countryside blanketed in a field of blooming lavender,low quality,1.5,4,T-shirt/top,illusion Dress,no illusion,illusion Shirt,no illusion
FashionMnist_437,Crocodile basking in tropical sunshine,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,illusion Sandal
FashionMnist_438,"Gentle waves crash against sandy shores, moonlight reflects on sparkling water",low quality,1.5,6,Pullover,illusion Pullover,no illusion,illusion Pullover,no illusion
FashionMnist_439,Vibrant hot air balloons floating over green hills,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_440,A lighthouse amidst a green landscape with the sea behind,low quality,1.5,3,Trouser,illusion Pullover,no illusion,illusion Trouser,illusion Sandal
FashionMnist_441,"Embraced by moonlight, ancient city walls glow with a soft, luminescent light",low quality,1.5,0,T-shirt/top,illusion Pullover,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_442,A quiet church nestled in a sunlit meadow,low quality,1.5,9,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_443,"Ethereal forest, sunlight filters through canopy, river flows silent",low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_444,A fun family picnic in a sunny meadow,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_445,A lunar landscape with barren craters and mountains silhouetted against the sky,low quality,1.5,6,Dress,illusion Shirt,no illusion,illusion Dress,no illusion
FashionMnist_446,"Silent mountains reflecting in a serene lake, sunlight filtering through falling leaves",low quality,1.5,5,Ankle boot,illusion Ankle boot,no illusion,illusion Ankle boot,no illusion
FashionMnist_447,Male lion walking on a path in misty forest,low quality,1.5,3,Dress,illusion T-shirt/top,no illusion,illusion Trouser,no illusion
FashionMnist_448,A bustling city street filled with colorful shops and pedestrians,low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_449,"Starry night sky reflecting in a lake, mountains forming constellations",low quality,1.5,9,Ankle boot,illusion Ankle boot,illusion Trouser,illusion Ankle boot,illusion Trouser
FashionMnist_450,"Ghostly apparitions dancing in a shimmering forest, moonlight as their guide",low quality,1.5,5,Ankle boot,illusion Sandal,no illusion,illusion Sandal,no illusion
FashionMnist_451,A lush rainforest with cascading waterfalls,low quality,1.5,3,Trouser,illusion Dress,no illusion,illusion Trouser,illusion Sandal
FashionMnist_452,A victorian-era tea party set in idyllic countryside,low quality,1.5,3,Trouser,illusion Dress,no illusion,illusion Trouser,illusion Sandal
FashionMnist_453,A pink rose with green leaves,low quality,1.5,0,Pullover,illusion Bag,no illusion,illusion Coat,no illusion
FashionMnist_454,"Starry night sky reflecting in a lake, mountains forming constellations",low quality,1.5,1,Trouser,illusion Trouser,no illusion,illusion Trouser,no illusion
FashionMnist_455,"Golden light meets mountain haze, river meets grassy plains, birds migrate in joyful maze",low quality,1.5,0,Shirt,illusion T-shirt/top,no illusion,illusion Shirt,no illusion
FashionMnist_456,A vast desert with a towering canyon in the distance,low quality,1.5,2,Shirt,illusion Dress,no illusion,illusion Pullover,illusion Sandal
FashionMnist_457,A futuristic cityscape with flying cars and neon lights,low quality,1.5,9,Ankle boot,illusion Sandal,no illusion,illusion Ankle boot,illusion Trouser
FashionMnist_458,A waterfall cascading through a lush green forest,low quality,1.5,2,Pullover,illusion Pullover,no illusion,illusion Pullover,illusion Sandal
FashionMnist_459,A tranquil lake reflecting the vibrant fall foliage of surrounding trees,low quality,1.5,0,T-shirt/top,illusion Pullover,no illusion,illusion T-shirt/top,illusion Pullover
FashionMnist_460,A Labor Day picnic spending quality time,low quality,1.5,6,T-shirt/top,illusion Bag,no illusion,illusion T-shirt/top,no illusion
FashionMnist_461,"Eerie silence surrounds snowy mountains, glowing moon casts long shadows",low quality,1.5,3,Dress,illusion T-shirt/top,no illusion,illusion Trouser,no illusion
FashionMnist_462,Snow-capped mountains reflecting in a crystal-clear lake,low quality,1.5,4,Pullover,illusion Bag,no illusion,illusion Pullover,illusion Sandal
FashionMnist_463,A bustling marketplace with colorful stalls and vibrant street food vendors,low quality,1.5,2,Pullover,illusion Trouser,no illusion,illusion Dress,no illusion
FashionMnist_464,A bustling cityscape with skyscrapers reaching towards the sky,low quality,1.5,0,Pullover,illusion Dress,no illusion,illusion T-shirt/top,illusion Sandal
FashionMnist_465,"Sun sets over vibrant meadow, casting long shadows on rolling hills",low quality,1.5,0,T-shirt/top,illusion T-shirt/top,no illusion,illusion Dress,no illusion
FashionMnist_466,"Space station orbits Earth, glowing city lights twinkle below clouds",low quality,1.5,3,Dress,illusion Dress,illusion Sandal,illusion Trouser,illusion Sandal
FashionMnist_467,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,1.5,3,Trouser,illusion Dress,no illusion,illusion Trouser,no illusion
FashionMnist_468,A tranquil park with a babbling brook,low quality,1.5,8,Bag,illusion Bag,no illusion,illusion Bag,no illusion
FashionMnist_469,A misty forest filled with towering redwoods,low quality,1.5,2,Coat,illusion Pullover,no illusion,illusion Pullover,no illusion
