image_name,Pprompt,Nprompt,illusion_strength,label,raw_answer,ill_answer,illless_answer,ill_fliter_answer,illless_filter_answer
Mnist_290,"A lone figure silhouetted against a star-studded night sky, reaching for the moon",low quality,1.5,5,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_291,A bear fishing in a river at sunset,low quality,1.5,8,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_292,A foggy forest with tall trees and a wooden bridge,low quality,1.5,2,The class is 'digits'.,'No Hidden Digit',digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_293,A field of sunflowers at sunrise,low quality,1.5,9,The image shows a black background with a white question mark in the middle.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_294,A bustling street market with vendors selling exotic spices and textiles,low quality,1.5,2,The letter 'L','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_295,A haunted mansion with crumbling walls and overgrown gardens,low quality,1.5,0,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_296,"Embraced by moonlight, ancient city walls glow with a soft, luminescent light",low quality,1.5,4,The letter H,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_297,A grand ballroom filled with elegant dancers in lavish attire,low quality,1.5,0,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_298,A picturesque seaside town with colorful houses lining the shore,low quality,1.5,0,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_299,"Ancient city emerges from forest depths, moonlight illuminates towering structures",low quality,1.5,2,The class is 'digits'.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_300,"Neon glow fills abandoned mining tunnels, eerie silence haunts the depths",low quality,1.5,8,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_301,A serene countryside blanketed in a field of blooming lavender,low quality,1.5,4,The image shows a person doing yoga.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_302,A peaceful countryside scene with grazing cows and rolling hills,low quality,1.5,7,The image shows a white cross with a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_303,"Golden light shines on island shores, waves gently lap the beach, birds sing their chorus",low quality,1.5,1,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_304,A Hanukkah menorah lighting symbolizing faith,low quality,1.5,2,The image shows a question mark.,'No Hidden Digit',digit 0,'No Hidden Digit',digit 0
Mnist_305,A field of sunflowers with a rainbow,low quality,1.5,4,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_306,Total lunar eclipse painting blood-red moon,low quality,1.5,0,The image shows a black background with a white circle in the middle.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_307,A sunset at the ocean with a palm tree,low quality,1.5,2,The digit is a number.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_308,Vibrant city at night with neon lights,low quality,1.5,7,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_309,A cozy cabin nestled in the midst of a pine forest,low quality,1.5,4,The letter Y,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_310,"A forgotten shipwrecked beneath the waves, silhouetted against the moonlit ocean",low quality,1.5,3,"The image shows a digit 0, a digit 1 and a digit 2.",'No Hidden Digit',digit 0,'No Hidden Digit',digit 0
Mnist_311,A peaceful sunrise over a calm sea,low quality,1.5,3,The class is 'digits'.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_312,A bustling city street with neon lights and bustling crowds,low quality,1.5,0,The image shows a black background with a white circle in the middle.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_313,A sunset at the ocean with a palm tree,low quality,1.5,0,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_314,A cozy cabin nestled in the midst of a pine forest,low quality,1.5,3,The image shows a number of numbers.,digit 0,'No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_315,"Whipped cream clouds engulf castle ruins, sunlight pierces through gaps in stone",low quality,1.5,1,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_316,A thunderstorm brewing over a field of wildflowers,low quality,1.5,9,The image shows a brain with a digit 0 in the middle.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_317,A giant robot overlooking a city at night,low quality,1.5,6,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_318,An otherworldly aurora borealis dancing in the night sky,low quality,1.5,5,"A class is a group of objects that share a common characteristic, such as a shape, color, or size.",'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_319,A forest with tall trees and a babbling brook,low quality,1.5,2,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_320,A blissful yoga retreat nestled within tropical forests,low quality,1.5,5,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_321,Soothing willow tree weeping delicately,low quality,1.5,9,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_322,A lush jungle with waterfalls and towering mountains,low quality,1.5,2,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_323,A sunset over a golden wheat field,low quality,1.5,9,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_324,A tranquil Zen garden with raked sand and stone sculptures,low quality,1.5,3,"The image shows a digit 0, a digit 1 and a digit 2.",'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_325,Golden wheat field swaying in gentle breeze,low quality,1.5,0,The image shows a digit 0.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_326,A Navratri Garba Night dancing devotionally,low quality,1.5,4,The digit is a digit,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_327,Zebras galloping gracefully,low quality,1.5,2,The letter 'L','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_328,Sandy dunes meet turquoise seas under a stormy sky,low quality,1.5,0,The class is 'digits','No Hidden Digit',digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_329,"Whipped cream dream swirls around ballerina, city lights twinkle like stars",low quality,1.5,7,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_330,Tiger stalking prey in dense bamboo thicket,low quality,1.5,1,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_331,A vast savannah dotted with grazing zebras,low quality,1.5,1,The image shows a black background with a white digit 0 in the middle.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_332,Tangerine sunset saying farewell to another day,low quality,1.5,2,The class is 'digits'.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_333,A bear fishing in a river at sunset,low quality,1.5,1,"A class is a group of objects that share a common characteristic, such as a shape, color, or size.",'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_334,A serene lake surrounded by lush green forest,low quality,1.5,5,The letter S,'No Hidden Digit',digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_335,A Buddha Purnima lantern releasing wisdom,low quality,1.5,3,The class is 'digits'.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_336,Dilapidated wooden pier reaching into misty lake,low quality,1.5,3,The number is 'digits'.,'No Hidden Digit',digit 0,'No Hidden Digit',digit 0
Mnist_337,"Neon city zoomed at night, palm trees reaching sky's edge",low quality,1.5,9,The image shows a black background with a white question mark in the middle.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_338,A snowy forest with deer grazing on the fresh white snow,low quality,1.5,7,The image shows a digit 0.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_339,A bustling train station with passengers rushing to catch their trains,low quality,1.5,8,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_340,A lonely cottage in autumn forest,low quality,1.5,6,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_341,Snowy mountain landscape with a frozen lake,low quality,1.5,5,The image shows a white digit 0.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_342,"Gentle waves lap sandy shores, seagulls soar above, salty spray fills the air",low quality,1.5,6,The image is a black background with a white digit 9 in the center.,'No Hidden Digit',digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_343,A vintage biplane flying over a picturesque landscape,low quality,1.5,1,The image shows a black background with a white outline of a pencil.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_344,A bright moon over a vast desert,low quality,1.5,3,The number '3',digit 0,'No Hidden Digit','No Hidden Digit',digit 0
Mnist_345,A solitary lighthouse on a stormy cliff,low quality,1.5,8,The class is 'digits',digit 0,digit 0,'No Hidden Digit',digit 0
Mnist_346,Bioluminescent plankton glowing in the surf,low quality,1.5,1,The image shows a white rectangle with a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_347,Morning dew droplets hanging on spider web,low quality,1.5,0,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_348,A cozy cafe with steaming cups of coffee and pastries,low quality,1.5,5,The letter 'S','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_349,A tranquil lake surrounded by towering trees,low quality,1.5,1,The image shows a white outline of a person with a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_350,A charming vineyard with rows of grapevines stretching towards the horizon,low quality,1.5,3,The class is 'digits'.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_351,A peaceful sunrise over a calm sea,low quality,1.5,1,The class is 'digits 0-9','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_352,"Forest stream meets rocky falls, sunlight filters through canopy",low quality,1.5,5,The class is 'digits'.,digit 0,digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_353,A rustic farmhouse surrounded by fields of wheat,low quality,1.5,5,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_354,A serene lake with a majestic waterfall,low quality,1.5,6,The image shows a white circle with a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_355,A picturesque seaside town with colorful houses lining the shore,low quality,1.5,1,A binary number,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_356,"A lonely lighthouse stands on a rocky cliff, waves crashing against its weathered walls",low quality,1.5,8,The image shows a white outline of a key with a black background.,'No Hidden Digit',digit 0,'No Hidden Digit',digit 0
Mnist_357,A bustling marketplace with colorful stalls and vibrant street food vendors,low quality,1.5,5,The class is 'digits','No Hidden Digit','No Hidden Digit','digits','No Hidden Digit'
Mnist_358,A winding river snaking through a lush green landscape,low quality,1.5,1,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_359,A majestic waterfall plunging into a crystal-clear pool,low quality,1.5,7,The letter 'T','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_360,A rocky cliff overlooking a vast ocean under a stormy sky,low quality,1.5,9,The class is 'digits','No Hidden Digit',digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_361,Peacocks strutting proudly,low quality,1.5,4,The letter 'H','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_362,"Vast expanse meets mountain sky, river meets ocean waves, sunlight paints joyous hues",low quality,1.5,6,The image shows a white outline of a human stomach.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_363,Vibrant hot air balloons floating over green hills,low quality,1.5,2,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_364,Cobbled street lined with ivy-clad buildings,low quality,1.5,2,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_365,A forest with tall trees and a winding path,low quality,1.5,5,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_366,A futuristic city with skyscrapers and flying cars,low quality,1.5,0,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_367,"A hazy sky reflects on a tranquil lake, moonlight bathing the surrounding mountains",low quality,1.5,6,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_368,A fields of golden wheat swaying in the breeze under a blue sky,low quality,1.5,5,The image is a black and white picture of a racetrack.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_369,"Dinosaurs roam dusty plains, glowing volcanic mountains pierce the twilight sky",low quality,1.5,6,The image is a black and white picture.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_370,A rustling bamboo forest with hidden secrets,low quality,1.5,3,The image shows a black background with a white number 3.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_371,A misty bamboo forest with mountains,low quality,1.5,7,The image shows a black background with a white digit '0' and a white '1'.,'No Hidden Digit',digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_372,A cozy cabin nestled in a snowy forest clearing,low quality,1.5,2,The class is 'digits',digit 0,digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_373,"Mystical forest bathed in golden light, towering mushrooms reach sky",low quality,1.5,0,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_374,A whimsical carnival with colorful rides and cotton candy,low quality,1.5,8,"The image shows a white digit 0, a white number 1 and a white 'digit' 2.",'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_375,A bustling city street lined with colorful shops and towering skyscrapers,low quality,1.5,8,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_376,A tranquil lake reflecting the vibrant fall foliage of surrounding trees,low quality,1.5,5,The letter S,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_377,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,1.5,4,The class is 'digits'.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_378,"Sunbeams pierce green canopy, river meets ocean spray, birds sing their joyful brandy",low quality,1.5,1,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_379,"Sun washes over river's surface, birds soar through canyon glow, sunlight filters through trees",low quality,1.5,1,The image is a black background with a white outline of a number '0'.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_380,"A vibrant forest glows with bioluminescent light, revealing glowing mushrooms and paths",low quality,1.5,4,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_381,"Glowing fungi illuminate cavern entrance, vines draped like curtains inside",low quality,1.5,0,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_382,A serene lake surrounded by lush green trees,low quality,1.5,3,The image is a black and white image of a road.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_383,"Mountains rise above a serene lake, sunlight reflecting on their reflective surfaces",low quality,1.5,3,The class is 'digits',digit 0,'No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_384,A mystical forest with towering trees and glowing mushrooms,low quality,1.5,7,The class is 'digits'.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_385,A grassy field with trees and a small lake,low quality,1.5,6,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_386,A meadow with flowers and butterflies,low quality,1.5,1,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_387,A whimsical carnival with colorful rides and cotton candy,low quality,1.5,6,The class is 'digits'.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_388,A picturesque seaside village with colorful fishing boats,low quality,1.5,2,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_389,A lush garden overflowing with blooming roses,low quality,1.5,1,A binary code,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_390,"Whipped cream dream swirls around ballerina, city lights twinkle like stars",low quality,1.5,9,The digit is a zero,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_391,A serene meditation session in calming woods,low quality,1.5,2,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_392,A steamy jungle with lush foliage and exotic wildlife,low quality,1.5,8,The digit is a zero.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_393,Total lunar eclipse painting blood-red moon,low quality,1.5,6,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_394,Giraffes grazing peacefully,low quality,1.5,1,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_395,"Towering rock formations reflect a captivating sunrise, casting light on hidden pathways",low quality,1.5,9,The digit is a digit,digit 0,'No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_396,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,1.5,5,The number 5,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_397,"Vast snowfall covers mountains, white silence blankets frozen land, sunlight breaks through",low quality,1.5,2,The image shows a white outline of a digit 0.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_398,A castle on a hill overlooking a village,low quality,1.5,5,The letter S,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_399,A grand castle perched atop a hill overlooking a medieval town,low quality,1.5,4,The letter H,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_400,A peaceful summer night countryside landscape with sunflowers,low quality,1.5,4,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_401,"Forest sunrise, golden light stretches through canopy, birds sing softly",low quality,1.5,2,The image shows a digit 0.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_402,A tranquil valley with a babbling brook and blooming flowers,low quality,1.5,8,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_403,"Vibrant fields of sunflowers stretching endlessly, glowing sun setting over hills",low quality,1.5,3,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_404,"Sun sets over vibrant meadow, casting long shadows on rolling hills",low quality,1.5,8,"The image shows a white outline of a digit 0, a digit 1 and a digit 2.",'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_405,A lush jungle with a winding river and towering mountains,low quality,1.5,2,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_406,"A majestic sunrise paints the mountains with vibrant hues, casting shadows on the valley below",low quality,1.5,4,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_407,A dark forest with a glowing mushroom,low quality,1.5,5,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_408,A field of sunflowers with bees collecting pollen from the blooms,low quality,1.5,0,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_409,Fluffy cloud formation in robin egg blue sky,low quality,1.5,3,The number '3','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_410,"Sunsets over sand dunes, shadows stretch, silence blankets the desert",low quality,1.5,1,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_411,A cozy cabin in the woods with a crackling fire,low quality,1.5,7,The image is a black and white picture.,digit 0,digit 0,'No Hidden Digit',digit 0
Mnist_412,A mystical forest shrouded in mist,low quality,1.5,7,'number','No Hidden Digit',digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_413,A starry night sky over a calm ocean,low quality,1.5,5,The digit is a digit,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_414,Snow-capped mountains reflecting in a crystal-clear lake,low quality,1.5,7,The image shows a black background with a white number seven.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_415,A house in the middle of a forest at night,low quality,1.5,9,The letter 'A','No Hidden Digit',digit 0,'No Hidden Digit',digit 0
Mnist_416,"Vast, glowing nebula engulfing a towering space station, stars twinkling beyond",low quality,1.5,7,The digit 7,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_417,"Swirling patterns of light paint the night sky, stars forming constellations",low quality,1.5,1,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_418,A vast expanse of desert dunes at sunset,low quality,1.5,9,Ballet,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_419,"A quaint cottage in a flower-filled meadow, surrounded by hills",low quality,1.5,2,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_420,Green sea turtle hatchlings scrambling towards ocean,low quality,1.5,1,The image shows a black background with a white digit '0' in the middle.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_421,A peaceful cabin under a cliff overlooking a lake,low quality,1.5,4,"The image shows a digit 0, a digit 1 and a digit 2.",'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_422,A starry night sky with the Milky Way visible,low quality,1.5,2,"The image shows a digit 0, a digit 1 and a digit 2.",'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_423,A sunset by the mountains,low quality,1.5,9,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_424,Modern city apartment with large windows over looking city skyline,low quality,1.5,2,The digit is a digit,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_425,Blue whale sounding deeply,low quality,1.5,0,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_426,"Serene underwater city bathed in bioluminescent light, creatures floating gracefully",low quality,1.5,4,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_427,A desert with camels and pyramids,low quality,1.5,9,'number','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_428,Sunrise over a misty lavender field,low quality,1.5,1,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_429,A spooky haunted house with creaking doors and ghostly figures,low quality,1.5,4,The digit is 'digit','No Hidden Digit',digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_430,Total lunar eclipse painting blood-red moon,low quality,1.5,8,"The image shows a digit 0, a digit 1 and a digit 2.",'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_431,"Eerie shadows shift through abandoned structures, sunlight peeking through dusty windows",low quality,1.5,1,The class is 'digits',digit 0,'No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_432,"Volcanic mountains erupt in waves of fire, glowing rivers flow through valleys below",low quality,1.5,8,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_433,A serene lake reflecting the fiery colors of a setting sun,low quality,1.5,4,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_434,"Neon river flowing through a futuristic city, reflecting towering structures",low quality,1.5,5,Snake,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_435,Tranquil lake in a forest with snow capped mountains,low quality,1.5,9,The image is a black background.,digit 0,'No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_436,"A forgotten shipwrecked beneath the waves, silhouetted against the moonlit ocean",low quality,1.5,8,The image is a black background.,'No Hidden Digit',digit 0,'No Hidden Digit',digit 0
Mnist_437,Clear blue skies meeting cerulean ocean,low quality,1.5,8,'0','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_438,A bustling marketplace with colorful stalls and people bartering,low quality,1.5,3,The letter 'S','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_439,A vast meadow with blooming flowers and a river flowing through,low quality,1.5,7,'number','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_440,A sunny meadow with purple flowers and green grass,low quality,1.5,6,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_441,Autumn leaves drifting slowly down,low quality,1.5,0,The image is a black and white image.,'No Hidden Digit',digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_442,A starlit sky above a tranquil lake reflecting the moon,low quality,1.5,0,The digit is a zero.,'No Hidden Digit',digit 0,'No Hidden Digit','No Hidden Digit'
Mnist_443,"Crystal river cuts through granite canyon, sunlight reflects off water, rainbow emerges",low quality,1.5,3,The snake is a class that represents the number 0.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_444,Surreal Antelope Canyon slot canyons in Arizona,low quality,1.5,0,The image is a black background.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_445,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,1.5,2,The image shows a digit 0.,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_446,"A beach with umbrella, sun and ocean",low quality,1.5,6,"The image shows a hand with digits 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, and 10.",'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_447,"A vast, green meadow with wildflowers and a rainbow",low quality,1.5,6,The class is 'digits','No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_448,"Eerie silence hangs over abandoned home, moon bathes decaying relics in silver light",low quality,1.5,4,"A class is a group of objects that share a common characteristic, such as a shape, color, or size.",digit 0,digit 0,'No Hidden Digit',digit 0
Mnist_449,A serene meadow dotted with blooming wildflowers,low quality,1.5,9,The digit 9,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_450,A futuristic city with skyscrapers and flying cars,low quality,1.5,3,The letter S,'No Hidden Digit','No Hidden Digit','No Hidden Digit','No Hidden Digit'
Mnist_451,A mystical cave entrance shrouded in darkness,low quality,1.5,3,The image shows a digit 0.,digit 0,digit 0,'No Hidden Digit','No Hidden Digit'
