image_name,label,raw_answer,ill_answer,ill_less_answer,ill_filtered_answer,ill_less_filtered_answer
Mnist_241,5,<p>digit 5</p> {<32><11><73><,illusion digit 0,no illusion digit,no illusion digit,illusion digit 9
Mnist_242,9,<p>digit 9</p> {<23><14><76><,illusion digit 9,no illusion digit,illusion digit 9,no illusion digit
Mnist_243,8,<p>digit 5</p> {<22><19><90><,no illusion digit,illusion digit 5,no illusion digit,illusion digit 8
Mnist_244,7,<p>digit 5</p> {<17><24><91><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_245,2,<p>digit 8</p> {<31><13><76><,illusion digit 0,no illusion digit,illusion digit 5,illusion digit 0
Mnist_246,3,<p>digit 3</p> {<36><31><58><,no illusion digit,no illusion digit,illusion digit 3,no illusion digit
Mnist_247,0,<p>digit 5</p> {<18><11><91><,illusion digit 8,no illusion digit,no illusion digit,illusion digit 0
Mnist_248,4,digit 8,illusion digit 8,illusion digit 0,illusion digit 0,illusion digit 0
Mnist_249,4,<p>digit 4</p> {<18><16><81><,illusion digit 5,illusion digit 8,illusion digit 4,illusion digit 8
Mnist_250,2,<p>digit 2</p> {<27><10><73><,no illusion digit,illusion digit 5,no illusion digit,illusion digit 5
Mnist_251,4,<p>digit 4</p> {<23><14><76><,illusion digit 8,illusion digit 5,illusion digit 4,illusion digit 8
Mnist_252,1,<p>digit 5</p> {<42><16><63><,illusion digit 5,illusion digit 5,no illusion digit,no illusion digit
Mnist_253,9,<p>digit 9</p> {<21><23><74><,illusion digit 8,illusion digit 5,no illusion digit,no illusion digit
Mnist_254,5,<p>digit 5</p> {<22><14><84><,illusion digit 8,illusion digit 8,illusion digit 5,no illusion digit
Mnist_255,7,<p>digit 7</p> {<15><23><68><,illusion digit 0,illusion digit 5,illusion digit 7,illusion digit 0
Mnist_256,7,<p>digit 7</p> {<27><21><67><,illusion digit 0,no illusion digit,illusion digit 0,illusion digit 5
Mnist_257,2,<p>digit 2</p> {<28><14><77><,illusion digit 0,illusion digit 5,illusion digit 2,illusion digit 5
Mnist_258,8,<p>digit 8</p> {<37><13><69><,illusion digit 5,illusion digit 5,illusion digit 8,illusion digit 0
Mnist_259,2,<p>digit 5</p> {<24><11><76><,illusion digit 5,illusion digit 0,no illusion digit,illusion digit 0
Mnist_260,6,<p>digit 8</p> {<23><8><88><8,illusion digit 1,illusion digit 1,<p>no illusion digit</p> {<23><11><87,illusion digit 1
Mnist_261,8,<p>digit 5</p> {<30><53><62><,illusion digit 8,illusion digit 8,no illusion digit,illusion digit 8
Mnist_262,5,<p>digit 5</p> {<20><19><93><,illusion digit 5,illusion digit 5,no illusion digit,illusion digit 5
Mnist_263,7,digit 7,illusion digit 8,illusion digit 8,no illusion digit,no illusion digit
Mnist_264,7,digit 7,no illusion digit,illusion digit 8,illusion digit 7,illusion digit 8
Mnist_265,9,<p>digit 9</p> {<31><16><76><,illusion digit 5,illusion digit 5,illusion digit 0,illusion digit 8
Mnist_266,1,<p>digit 1</p> {<41><13><61><,illusion digit 5,illusion digit 5,illusion digit 0,illusion digit 1
Mnist_267,8,<p>digit 8</p> {<27><13><77><,illusion digit 5,illusion digit 5,illusion digit 8,no illusion digit
Mnist_268,1,<p>digit 1</p> {<43><12><62><,illusion digit 8,illusion digit 5,illusion digit 0,illusion digit 8
Mnist_269,8,<p>digit 8</p> {<25><13><82><,illusion digit 5,illusion digit 5,no illusion digit,no illusion digit
Mnist_270,0,<p>digit 5</p> {<14><22><86><,illusion digit 8,illusion digit 8,illusion digit 8,illusion digit 0
Mnist_271,3,<p>digit 3</p> {<19><16><80><,illusion digit 8,illusion digit 8,illusion digit 3,illusion digit 8
Mnist_272,0,<p>digit 5</p> {<21><11><78><,illusion digit 8,illusion digit 8,illusion digit 8,no illusion digit
Mnist_273,1,<p>digit 1</p> {<47><16><61><,no illusion digit,no illusion digit,no illusion digit,illusion digit 8
Mnist_274,9,<p>digit 9</p> {<22><19><77><,illusion digit 5,no illusion digit,illusion digit 9,illusion digit 5
Mnist_275,9,<p>digit 9</p> {<16><19><81><,illusion digit 5,illusion digit 5,illusion digit 9,illusion digit 5
Mnist_276,4,<p>digit 4</p> {<27><18><81><,illusion digit 8,no illusion digit,illusion digit 4,no illusion digit
Mnist_277,1,<p>digit 1</p> {<38><12><61><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_278,8,<p>digit 0</p> {<29><14><83><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_279,2,<p>digit 0</p> {<23><11><83><,no illusion digit,no illusion digit,no illusion digit,illusion digit 0
Mnist_280,1,<p>digit 1</p> {<48><13><59><,illusion digit 1,illusion digit 5,illusion digit 1,illusion digit 5
Mnist_281,2,<p>digit 2</p> {<25><8><80><8,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_282,9,<p>digit 9</p> {<27><19><79><,no illusion digit,no illusion digit,illusion digit 9,no illusion digit
Mnist_283,7,<p>digit 1</p> {<32><18><67><,no illusion digit,illusion digit 5,illusion digit 1,no illusion digit
Mnist_284,5,<p>digit 5</p> {<21><16><91><,illusion digit 0,illusion digit 0,no illusion digit,illusion digit 8
Mnist_285,9,<p>digit 9</p> {<22><18><77><,illusion digit 9,no illusion digit,illusion digit 0,no illusion digit
Mnist_286,2,<p>digit 9</p> {<18><10><86><,illusion digit 8,illusion digit 8,no illusion digit,illusion digit 8
Mnist_287,6,<p>digit 6</p> {<36><8><71><8,no illusion digit,illusion digit 1,no illusion digit,illusion digit 5
Mnist_288,4,<p>digit 5</p> {<11><25><84><,illusion digit 5,illusion digit 5,no illusion digit,no illusion digit
Mnist_289,1,<p>digit 5</p> {<39><14><59><,illusion digit 8,illusion digit 5,no illusion digit,illusion digit 8
Mnist_290,5,<p>digit 5</p> {<30><13><79><,no illusion digit,illusion digit 1,<p>no illusion digit</p> {<35><11><64,illusion digit 8
Mnist_291,8,<p>digit 5</p> {<20><15><78><,illusion digit 6,no illusion digit,illusion digit 8,no illusion digit
Mnist_292,2,<p>digit 2</p> {<17><11><82><,illusion digit 8,illusion digit 5,illusion digit 2,illusion digit 5
Mnist_293,9,<p>digit 5</p> {<27><19><73><,illusion digit 8,illusion digit 8,illusion digit 0,no illusion digit
Mnist_294,2,<p>digit 5</p> {<26><13><83><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_295,0,<p>digit 8</p> {<26><17><81><,illusion digit 8,illusion digit 5,no illusion digit,illusion digit 0
Mnist_296,4,<p>digit 4</p> {<23><18><76><,illusion digit 1,illusion digit 1,illusion digit 4,illusion digit 5
Mnist_297,0,<p>digit 8</p> {<14><13><87><,illusion digit 8,illusion digit 1,illusion digit 8,illusion digit 1
Mnist_298,0,<p>digit 5</p> {<16><18><91><,illusion digit 0,no illusion digit,illusion digit 8,illusion digit 8
Mnist_299,2,<p>digit 2</p> {<21><16><95><,illusion digit 2,illusion digit 0,illusion digit 2,illusion digit 5
Mnist_300,8,<p>digit 8</p> {<26><16><79><,illusion digit 8,illusion digit 5,no illusion digit,no illusion digit
Mnist_301,4,digit 4,illusion digit 8,illusion digit 5,illusion digit 4,no illusion digit
Mnist_302,7,<p>digit 5</p> {<26><20><81><,illusion digit 5,no illusion digit,no illusion digit,illusion digit 1
Mnist_303,1,<p>digit 5</p> {<43><13><62><,illusion digit 8,illusion digit 8,illusion digit 1,no illusion digit
Mnist_304,2,digit 5,illusion digit 5,<p>a menorah</p> {<21><21><75><,no illusion digit,illusion digit 8
Mnist_305,4,<p>digit 4</p> {<30><16><76><,illusion digit 8,illusion digit 8,illusion digit 5,illusion digit 8
Mnist_306,0,<p>digit 5</p> {<36><22><63><,illusion digit 5,illusion digit 5,no illusion digit,illusion digit 5
Mnist_307,2,<p>digit 2</p> {<23><7><91><8,illusion digit 5,illusion digit 5,no illusion digit,illusion digit 5
Mnist_308,7,<p>digit 7</p> {<28><21><72><,illusion digit 8,illusion digit 5,illusion digit 7,no illusion digit
Mnist_309,4,<p>digit 0</p> {<26><21><79><,illusion digit 5,illusion digit 8,illusion digit 0,illusion digit 0
Mnist_310,3,<p>digit 3</p> {<17><13><78><,no illusion digit,illusion digit 1,no illusion digit,illusion digit 1
Mnist_311,3,<p>digit 3</p> {<31><14><74><,no illusion digit,illusion digit 8,illusion digit 3,illusion digit 8
Mnist_312,0,<p>digit 0</p> {<22><12><87><,no illusion digit,illusion digit 8,illusion digit 0,illusion digit 8
Mnist_313,0,<p>digit 8</p> {<26><13><80><,illusion digit 5,illusion digit 8,illusion digit 8,illusion digit 8
Mnist_314,3,The digit in the image is 'digit 3'.,illusion digit 5,no illusion digit,illusion digit 3,no illusion digit
Mnist_315,1,<p>digit 1</p> {<45><12><62><,illusion digit 5,illusion digit 0,no illusion digit,illusion digit 5
Mnist_316,9,<p>digit 9</p> {<18><18><79><,illusion digit 5,illusion digit 5,illusion digit 9,illusion digit 8
Mnist_317,6,<p>digit 6</p> {<28><10><92><,illusion digit 0,illusion digit 5,illusion digit 6,illusion digit 5
Mnist_318,5,<p>digit 3</p> {<21><26><94><,illusion digit 8,illusion digit 5,no illusion digit,illusion digit 5
Mnist_319,2,<p>digit 5</p> {<17><13><82><,illusion digit 5,illusion digit 5,illusion digit 0,no illusion digit
Mnist_320,5,<p>digit 5</p> {<19><12><91><,illusion digit 8,illusion digit 0,no illusion digit,no illusion digit
Mnist_321,9,<p>digit 5</p> {<41><20><63><,no illusion digit,illusion digit 5,no illusion digit,illusion digit 0
Mnist_322,2,digit 7,illusion digit 0,no illusion digit,illusion digit 7,no illusion digit
Mnist_323,9,<p>digit 9</p> {<26><21><73><,illusion digit 5,illusion digit 8,illusion digit 1,illusion digit 8
Mnist_324,3,<p>digit 3</p> {<21><12><73><,illusion digit 5,no illusion digit,no illusion digit,no illusion digit
Mnist_325,0,<p>digit 5</p> {<30><14><78><,illusion digit 5,no illusion digit,no illusion digit,no illusion digit
Mnist_326,4,<p>digit 5</p> {<36><14><83><,illusion digit 5,no illusion digit,no illusion digit,no illusion digit
Mnist_327,2,<p>digit 5</p> {<19><7><88><8,illusion digit 5,illusion digit 3,no illusion digit,no illusion digit
Mnist_328,0,<p>digit 8</p> {<21><11><84><,no illusion digit,no illusion digit,no illusion digit,illusion digit 8
Mnist_329,7,<p>digit 7</p> {<24><21><75><,no illusion digit,illusion digit 5,no illusion digit,illusion digit 0
Mnist_330,1,<p>digit 1</p> {<42><11><61><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_331,1,<p>digit 1</p> {<44><12><61><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_332,2,digit 2,illusion digit 8,illusion digit 8,illusion digit 2,illusion digit 8
Mnist_333,1,<p>digit 1</p> {<42><14><61><,no illusion digit,no illusion digit,illusion digit 1,no illusion digit
Mnist_334,5,<p>digit 5</p> {<19><14><87><,illusion digit 8,no illusion digit,no illusion digit,no illusion digit
Mnist_335,3,<p>digit 3</p> {<19><16><74><,illusion digit 3,illusion digit 8,no illusion digit,illusion digit 0
Mnist_336,3,<p>digit 3</p> {<30><14><71><,illusion digit 8,illusion digit 8,illusion digit 3,illusion digit 8
Mnist_337,9,<p>digit 9</p> {<21><16><77><,illusion digit 0,illusion digit 5,illusion digit 0,no illusion digit
Mnist_338,7,digit 5,illusion digit 5,illusion digit 5,illusion digit 8,illusion digit 5
Mnist_339,8,<p>digit 8</p> {<24><17><92><,illusion digit 8,no illusion digit,illusion digit 8,illusion digit 8
Mnist_340,6,<p>digit 5</p> {<23><8><80><8,illusion digit 8,illusion digit 5,illusion digit 5,illusion digit 0
Mnist_341,5,<p>digit 5</p> {<27><10><72><,illusion digit 0,illusion digit 0,no illusion digit,illusion digit 0
Mnist_342,6,<p>digit 9</p> {<27><10><73><,illusion digit 8,illusion digit 8,no illusion digit,no illusion digit
Mnist_343,1,<p>digit 1</p> {<43><16><60><,illusion digit 5,illusion digit 8,illusion digit 1,illusion digit 0
Mnist_344,3,<p>digit 3</p> {<19><12><81><,illusion digit 8,illusion digit 1,illusion digit 8,illusion digit 1
Mnist_345,8,<p>digit 8</p> {<36><14><75><,illusion digit 5,illusion digit 8,illusion digit 8,illusion digit 8
Mnist_346,1,<p>digit 5</p> {<43><15><61><,illusion digit 8,illusion digit 5,no illusion digit,illusion digit 8
Mnist_347,0,<p>digit 5</p> {<31><19><75><,no illusion digit,illusion digit 5,no illusion digit,no illusion digit
Mnist_348,5,<p>digit 5</p> {<28><13><94><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_349,1,<p>digit 5</p> {<39><12><64><,illusion digit 0,no illusion digit,no illusion digit,no illusion digit
Mnist_350,3,<p>digit 3</p> {<21><19><72><,illusion digit 5,illusion digit 5,illusion digit 3,illusion digit 8
Mnist_351,1,<p>digit 5</p> {<41><14><66><,illusion digit 5,illusion digit 8,no illusion digit,illusion digit 8
Mnist_352,5,<p>digit 5</p> {<29><14><77><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_353,5,<p>digit 5</p> {<16><11><91><,no illusion digit,illusion digit 8,illusion digit 5,illusion digit 1
Mnist_354,6,<p>digit 8</p> {<21><10><85><,no illusion digit,no illusion digit,illusion digit 8,no illusion digit
Mnist_355,1,<p>digit 5</p> {<27><11><78><,illusion digit 8,no illusion digit,no illusion digit,illusion digit 8
Mnist_356,8,<p>digit 5</p> {<31><14><84><,illusion digit 8,illusion digit 8,no illusion digit,illusion digit 8
Mnist_357,5,<p>digit 5</p> {<19><13><86><,illusion digit 8,no illusion digit,'illusion digit 5',illusion digit 5
Mnist_358,1,<p>digit 1</p> {<47><16><60><,illusion digit 5,illusion digit 5,illusion digit 5,no illusion digit
Mnist_359,7,<p>digit 7</p> {<13><19><72><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_360,9,<p>digit 4</p> {<22><14><76><,illusion digit 8,no illusion digit,illusion digit 1,illusion digit 8
Mnist_361,4,<p>digit 4</p> {<10><15><81><,illusion digit 5,illusion digit 3,no illusion digit,no illusion digit
Mnist_362,6,<p>digit 8</p> {<27><7><81><8,illusion digit 0,no illusion digit,illusion digit 5,illusion digit 8
Mnist_363,2,digit 2,illusion digit 5,illusion digit 5,no illusion digit,no illusion digit
Mnist_364,2,<p>digit 2</p> {<29><10><87><,illusion digit 5,illusion digit 8,illusion digit 2,illusion digit 9
Mnist_365,5,<p>digit 5</p> {<26><13><83><,illusion digit 8,illusion digit 5,illusion digit 5,illusion digit 5
Mnist_366,0,<p>digit 8</p> {<30><17><76><,illusion digit 0,illusion digit 1,illusion digit 8,no illusion digit
Mnist_367,6,<p>digit 8</p> {<31><7><83><8,illusion digit 5,illusion digit 5,illusion digit 0,illusion digit 5
Mnist_368,5,<p>digit 5</p> {<21><14><87><,illusion digit 5,illusion digit 8,no illusion digit,no illusion digit
Mnist_369,6,<p>digit 6</p> {<31><11><76><,no illusion digit,no illusion digit,illusion digit 5,no illusion digit
Mnist_370,3,<p>digit 3</p> {<22><16><77><,illusion digit 5,illusion digit 5,illusion digit 3,illusion digit 5
Mnist_371,7,<p>digit 7</p> {<16><22><68><,illusion digit 0,no illusion digit,no illusion digit,illusion digit 0
Mnist_372,2,digit 2,illusion digit 9,no illusion digit,illusion digit 2,illusion digit 0
Mnist_373,0,<p>digit 5</p> {<23><14><84><,illusion digit 5,illusion digit 5,illusion digit 8,no illusion digit
Mnist_374,8,<p>digit 8</p> {<38><50><72><,illusion digit 0,no illusion digit,illusion digit 8,illusion digit 8
Mnist_375,8,<p>digit 8</p> {<31><14><69><,illusion digit 8,no illusion digit,illusion digit 8,no illusion digit
Mnist_376,5,<p>digit 5</p> {<24><14><97><,illusion digit 5,illusion digit 5,no illusion digit,no illusion digit
Mnist_377,4,<p>digit 4</p> {<31><19><68><,illusion digit 5,no illusion digit,illusion digit 4,illusion digit 5
Mnist_378,1,<p>digit 5</p> {<41><18><58><,illusion digit 0,no illusion digit,no illusion digit,illusion digit 5
Mnist_379,1,<p>digit 5</p> {<42><13><58><,illusion digit 8,no illusion digit,no illusion digit,illusion digit 5
Mnist_380,4,<p>digit 4</p> {<22><19><77><,illusion digit 5,illusion digit 5,no illusion digit,no illusion digit
Mnist_381,0,<p>digit 5</p> {<17><13><91><,illusion digit 8,no illusion digit,no illusion digit,no illusion digit
Mnist_382,3,<p>digit 3</p> {<6><23><79><8,illusion digit 8,no illusion digit,no illusion digit,no illusion digit
Mnist_383,3,<p>digit 3</p> {<23><16><77><,illusion digit 8,illusion digit 5,illusion digit 8,illusion digit 0
Mnist_384,7,<p>digit 7</p> {<22><22><68><,illusion digit 5,no illusion digit,no illusion digit,no illusion digit
Mnist_385,6,<p>digit 5</p> {<23><5><83><7,illusion digit 8,no illusion digit,illusion digit 6,no illusion digit
Mnist_386,1,<p>digit 5</p> {<42><13><60><,illusion digit 5,illusion digit 5,no illusion digit,no illusion digit
Mnist_387,6,<p>digit 5</p> {<27><10><76><,illusion digit 6,illusion digit 0,illusion digit 6,no illusion digit
Mnist_388,2,digit 2,illusion digit 8,no illusion digit,illusion digit 2,no illusion digit
Mnist_389,1,digit 5,illusion digit 5,illusion digit 5,no illusion digit,illusion digit 5
Mnist_390,9,<p>digit 9</p> {<28><23><71><,no illusion digit,no illusion digit,illusion digit 1,illusion digit 0
Mnist_391,2,<p>digit 5</p> {<17><19><89><,illusion digit 0,no illusion digit,no illusion digit,illusion digit 0
Mnist_392,8,<p>digit 8</p> {<30><14><81><,illusion digit 5,no illusion digit,no illusion digit,illusion digit 5
Mnist_393,6,<p>digit 6</p> {<29><6><78><7,no illusion digit,illusion digit 5,no illusion digit,no illusion digit
Mnist_394,1,<p>digit 5</p> {<40><16><59><,no illusion digit,no illusion digit,illusion digit 8,no illusion digit
Mnist_395,9,<p>digit 1</p> {<22><21><77><,illusion digit 5,illusion digit 5,illusion digit 1,illusion digit 5
Mnist_396,5,<p>digit 5</p> {<26><11><81><,no illusion digit,illusion digit 0,illusion digit 5,no illusion digit
Mnist_397,2,<p>digit 5</p> {<21><8><92><8,no illusion digit,illusion digit 8,illusion digit 1,illusion digit 8
Mnist_398,5,<p>digit 5</p> {<29><13><76><,illusion digit 0,no illusion digit,no illusion digit,illusion digit 8
Mnist_399,4,<p>digit 4</p> {<24><20><76><,illusion digit 0,no illusion digit,illusion digit 4,illusion digit 5
Mnist_400,4,<p>digit 4</p> {<16><11><77><,illusion digit 1,no illusion digit,illusion digit 4,no illusion digit
Mnist_401,2,<p>digit 9</p> {<17><12><82><,illusion digit 8,illusion digit 5,no illusion digit,illusion digit 5
Mnist_402,8,<p>digit 8</p> {<30><17><69><,illusion digit 8,no illusion digit,illusion digit 8,no illusion digit
Mnist_403,3,The digit 3 is placed in the image.,illusion digit 5,illusion digit 8,illusion digit 3,illusion digit 5
Mnist_404,8,<p>digit 8</p> {<22><16><77><,illusion digit 5,illusion digit 5,illusion digit 8,illusion digit 5
Mnist_405,2,<p>digit 2</p> {<26><16><82><,illusion digit 2,illusion digit 5,illusion digit 2,no illusion digit
Mnist_406,4,<p>digit 4</p> {<15><15><84><,illusion digit 0,illusion digit 5,illusion digit 5,illusion digit 8
Mnist_407,5,<p>digit 5</p> {<25><13><82><,illusion digit 5,illusion digit 5,no illusion digit,illusion digit 8
Mnist_408,0,<p>digit 8</p> {<21><16><80><,illusion digit 8,no illusion digit,illusion digit 8,illusion digit 0
Mnist_409,3,<p>digit 3</p> {<23><13><76><,no illusion digit,no illusion digit,illusion digit 3,illusion digit 8
Mnist_410,1,<p>digit 5</p> {<43><14><66><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_411,7,digit 7,no illusion digit,illusion digit 1,illusion digit 7,illusion digit 0
Mnist_412,7,<p>digit 7</p> {<31><19><68><,illusion digit 8,illusion digit 5,illusion digit 7,illusion digit 5
Mnist_413,5,<p>digit 3</p> {<28><18><83><,illusion digit 8,no illusion digit,no illusion digit,no illusion digit
Mnist_414,7,<p>digit 7</p> {<15><24><77><,illusion digit 5,illusion digit 8,illusion digit 7,no illusion digit
Mnist_415,9,<p>digit 1</p> {<23><19><68><,illusion digit 5,illusion digit 1,illusion digit 0,illusion digit 1
Mnist_416,7,digit 7,illusion digit 7,illusion digit 5,no illusion digit,illusion digit 5
Mnist_417,1,<p>digit 5</p> {<41><11><60><,no illusion digit,illusion digit 5,no illusion digit,no illusion digit
Mnist_418,9,<p>digit 9</p> {<30><23><69><,illusion digit 1,illusion digit 0,no illusion digit,no illusion digit
Mnist_419,2,<p>digit 5</p> {<23><13><91><,illusion digit 5,illusion digit 5,no illusion digit,illusion digit 1
Mnist_420,1,<p>digit 1</p> {<49><12><59><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_421,4,digit 8,illusion digit 8,no illusion digit,illusion digit 8,no illusion digit
Mnist_422,2,<p>digit 2</p> {<14><12><85><,illusion digit 8,illusion digit 5,no illusion digit,illusion digit 1
Mnist_423,9,<p>digit 9</p> {<21><19><68><,illusion digit 5,no illusion digit,illusion digit 9,illusion digit 5
Mnist_424,2,<p>digit 5</p> {<31><61><78><,illusion digit 8,no illusion digit,illusion digit 0,no illusion digit
Mnist_425,0,<p>digit 0</p> {<23><11><85><,<p>no illusion digit</p> {<23><11><86,illusion digit 5,no illusion digit,no illusion digit
Mnist_426,4,the digit 4,illusion digit 4,illusion digit 5,illusion digit 0,no illusion digit
Mnist_427,9,<p>digit 9</p> {<31><21><68><,no illusion digit,no illusion digit,illusion digit 9,no illusion digit
Mnist_428,1,<p>digit 1</p> {<45><14><60><,no illusion digit,illusion digit 0,no illusion digit,illusion digit 5
Mnist_429,4,<p>digit 4</p> {<23><13><78><,illusion digit 4,illusion digit 1,<p>no illusion digit</p> {<23><1><81><,illusion digit 0
Mnist_430,8,<p>digit 5</p> {<23><16><76><,no illusion digit,illusion digit 5,illusion digit 8,illusion digit 5
Mnist_431,1,<p>digit 5</p> {<40><12><59><,illusion digit 0,illusion digit 8,illusion digit 1,no illusion digit
Mnist_432,8,<p>digit 5</p> {<28><18><81><,illusion digit 5,illusion digit 5,illusion digit 8,no illusion digit
Mnist_433,4,<p>digit 5</p> {<32><14><79><,illusion digit 1,illusion digit 8,illusion digit 5,no illusion digit
Mnist_434,5,<p>digit 5</p> {<21><31><94><,illusion digit 5,illusion digit 5,no illusion digit,illusion digit 0
Mnist_435,9,<p>digit 9</p> {<31><21><68><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_436,8,<p>digit 8</p> {<31><14><76><,illusion digit 5,no illusion digit,illusion digit 8,illusion digit 8
Mnist_437,8,<p>digit 5</p> {<32><14><74><,illusion digit 8,illusion digit 8,no illusion digit,illusion digit 5
Mnist_438,3,<p>digit 3</p> {<14><14><85><,illusion digit 8,no illusion digit,no illusion digit,illusion digit 1
Mnist_439,7,<p>digit 5</p> {<20><23><72><,illusion digit 5,no illusion digit,illusion digit 8,no illusion digit
Mnist_440,6,<p>digit 6</p> {<31><10><74><,illusion digit 8,illusion digit 8,illusion digit 6,illusion digit 8
Mnist_441,0,<p>digit 5</p> {<18><16><89><,illusion digit 8,illusion digit 8,illusion digit 8,no illusion digit
Mnist_442,0,<p>digit 8</p> {<25><13><79><,illusion digit 8,no illusion digit,illusion digit 8,illusion digit 8
Mnist_443,3,<p>digit 3</p> {<23><16><81><,illusion digit 5,illusion digit 5,no illusion digit,no illusion digit
Mnist_444,0,<p>digit 0</p> {<36><17><69><,illusion digit 5,illusion digit 5,illusion digit 8,no illusion digit
Mnist_445,2,<p>digit 2</p> {<20><16><84><,no illusion digit,no illusion digit,illusion digit 2,illusion digit 0
Mnist_446,6,<p>digit 5</p> {<17><16><90><,illusion digit 1,no illusion digit,illusion digit 8,no illusion digit
Mnist_447,6,<p>digit 6</p> {<27><8><80><8,illusion digit 8,illusion digit 8,no illusion digit,illusion digit 8
Mnist_448,4,<p>digit 5</p> {<19><18><80><,illusion digit 5,illusion digit 5,illusion digit 8,illusion digit 1
Mnist_449,9,<p>digit 9</p> {<28><14><76><,no illusion digit,illusion digit 5,illusion digit 9,illusion digit 8
Mnist_450,3,<p>digit 5</p> {<13><18><86><,illusion digit 0,illusion digit 5,illusion digit 0,no illusion digit
Mnist_451,3,<p>digit 3</p> {<24><16><76><,no illusion digit,no illusion digit,no illusion digit,no illusion digit
Mnist_452,3,<p>digit 3</p> {<23><14><76><,illusion digit 0,illusion digit 0,illusion digit 3,illusion digit 0
Mnist_453,2,<p>digit 2</p> {<22><10><82><,illusion digit 0,no illusion digit,illusion digit 2,illusion digit 1
Mnist_454,3,<p>digit 3</p> {<16><14><84><,illusion digit 0,illusion digit 8,illusion digit 3,no illusion digit
Mnist_455,9,<p>digit 9</p> {<21><23><77><,illusion digit 5,illusion digit 5,illusion digit 9,illusion digit 5
Mnist_456,1,<p>digit 5</p> {<38><13><62><,illusion digit 8,illusion digit 5,no illusion digit,illusion digit 5
Mnist_457,2,<p>digit 2</p> {<31><13><84><,illusion digit 5,no illusion digit,illusion digit 2,illusion digit 5
Mnist_458,6,<p>digit 6</p> {<28><13><77><,illusion digit 8,no illusion digit,no illusion digit,no illusion digit
Mnist_459,8,<p>digit 8</p> {<31><19><82><,illusion digit 5,illusion digit 5,illusion digit 8,no illusion digit
Mnist_460,0,<p>digit 8</p> {<24><11><83><,illusion digit 8,no illusion digit,no illusion digit,illusion digit 8
Mnist_461,5,<p>digit 5</p> {<29><23><77><,illusion digit 5,illusion digit 5,no illusion digit,no illusion digit
Mnist_462,6,<p>digit 8</p> {<26><7><87><8,illusion digit 5,illusion digit 5,illusion digit 8,illusion digit 0
Mnist_463,6,<p>digit 6</p> {<23><10><91><,no illusion digit,illusion digit 1,no illusion digit,illusion digit 8
Mnist_464,6,<p>digit 8</p> {<22><10><86><,no illusion digit,no illusion digit,illusion digit 8,illusion digit 5
Mnist_465,3,<p>digit 5</p> {<16><19><84><,illusion digit 0,no illusion digit,no illusion digit,no illusion digit
Mnist_466,8,<p>digit 8</p> {<26><21><78><,illusion digit 5,illusion digit 5,illusion digit 8,illusion digit 5
Mnist_467,8,<p>digit 8</p> {<26><14><82><,no illusion digit,no illusion digit,illusion digit 8,illusion digit 8
Mnist_468,2,<p>digit 2</p> {<17><19><92><,illusion digit 5,illusion digit 8,illusion digit 2,illusion digit 8
Mnist_469,7,<p>digit 7</p> {<21><19><83><,illusion digit 8,no illusion digit,no illusion digit,no illusion digit
Mnist_470,5,<p>digit 5</p> {<21><16><78><,no illusion digit,no illusion digit,no illusion digit,illusion digit 8
Mnist_471,8,<p>digit 8</p> {<30><16><76><,illusion digit 5,illusion digit 5,illusion digit 8,illusion digit 5
Mnist_472,9,<p>digit 9</p> {<30><22><71><,illusion digit 5,illusion digit 5,illusion digit 8,illusion digit 8
Mnist_473,6,<p>digit 0</p> {<27><7><80><8,illusion digit 8,illusion digit 5,no illusion digit,illusion digit 1
Mnist_474,1,<p>digit 5</p> {<46><18><54><,illusion digit 8,illusion digit 8,no illusion digit,no illusion digit
Mnist_475,8,<p>digit 8</p> {<28><16><78><,no illusion digit,no illusion digit,illusion digit 8,no illusion digit
Mnist_476,4,<p>digit 4</p> {<14><14><85><,illusion digit 5,illusion digit 0,illusion digit 1,no illusion digit
Mnist_477,1,<p>digit 1</p> {<41><13><58><,illusion digit 5,illusion digit 1,illusion digit 5,illusion digit 5
Mnist_478,2,<p>digit 2</p> {<12><11><80><,illusion digit 2,illusion digit 1,no illusion digit,illusion digit 5
Mnist_479,5,<p>digit 5</p> {<34><12><75><,illusion digit 0,no illusion digit,illusion digit 5,illusion digit 0
Mnist_480,9,<p>digit 9</p> {<26><15><78><,illusion digit 5,illusion digit 0,illusion digit 9,no illusion digit
