image_name,Pprompt,Nprompt,illusion_strength,label,raw_itc_answers,ill_itc_answers,ill_less_itc_answers,ill_filtered_itc_answers,ill_less_filtered_itc_answers
IllusionAnimals_196,A serene meadow dotted with blooming wildflowers,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_197,A lonely tree standing on a hill,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_198,A peaceful pagoda overlooking a serene pond,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_199,"Soft moonlight shines on river's surface, reflecting off swaying willow branches",low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_200,Colorful coral reef teeming with exotic marine life,low quality,2.5,dog,Dog,illusion Dog,no illusion,illusion Dog,no illusion
IllusionAnimals_201,"Neon glow illuminates glowing flowers bathed in moonlight, casting eerie reflections",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_202,A forest with blooming flowers,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_203,A meteor shower above a lake,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_204,"Sunbeams peek through canopy leaves, river whispers secrets in the wind, birds dance in harmonious circles",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_205,A rustic farmhouse surrounded by fields of wheat,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_206,Graceful swans gliding effortlessly across glassy lake surface,low quality,2.5,pigeon,Pigeon,illusion Butterfly,illusion Dog,illusion Butterfly,illusion Dog
IllusionAnimals_207,A beautiful sunset over a tranquil lake,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_208,A peaceful summer night countryside landscape with sunflowers,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_209,A hidden cave illuminated by glowing mushrooms,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_210,A secret garden hidden behind a hidden door in a wall,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,illusion Horse
IllusionAnimals_211,"Neon reflections illuminate a futuristic city, robots and lights converging in reflections",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_212,A bustling carnival with colorful lights and rides,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_213,A cyberpunk metropolis pulsating with neon lights,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_214,A foggy forest with tall trees and a wooden bridge,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_215,A festive holiday parade down Main Street,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_216,A bustling city street with neon lights and towering skyscrapers,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_217,A lively fairground with games and rides galore,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_218,"Sunrise paints horizon gold, ocean waves meet rocky shore, birds sing echoing melodies",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_219,Hummingbird drinking nectar,low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Butterfly,illusion Pigeon,no illusion
IllusionAnimals_220,"Silent valley bathed in golden sunlight, river meanders below",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_221,Glacial ice cave adorned with electric blue hues,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,illusion Fish
IllusionAnimals_222,Frosted autumn leaf on fire-weed plant,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_223,A tranquil pond with lily pads and colorful koi fish,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_224,An arctic fox in a snowy tundra,low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Cat,illusion Pigeon,illusion Cat
IllusionAnimals_225,A pirate ship battling with a sea monster,low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Fish,illusion Pigeon,illusion Fish
IllusionAnimals_226,A field of lavender with bees buzzing around the fragrant flowers,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_227,"Flowing lava illuminates cavern walls, ancient hieroglyphs etched into rock",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_228,Puffin taking flight from coastal cliffs,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_229,A futuristic city with flying cars and neon lights,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_230,"Golden light paints meadow grass, mountains rise imposingly, river reflects rainbow hues",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_231,A colorful sunset over a calm sea,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_232,A bustling city street lined with colorful shops and towering skyscrapers,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_233,Leopard lounging in tree branches,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_234,Tranquil meadow with blooming flowers and a stream,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_235,A grand ballroom filled with elegant dancers in lavish attire,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_236,Golden leaf autumn canopy covering ground,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_237,Urban city with skyscrapers and traffic,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_238,"Mountain meets lake reflection, sunlight dances on ripples, birds flutter over water",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_239,A steamy jungle with lush foliage and exotic wildlife,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_240,"A serene reflection of stars in a tranquil lake, moonlight cascading over mountains",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_241,"Golden light teases mountain tops, river reflects rainbow hues, birds sing softly",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_242,A desert with camels and pyramids,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_243,"Golden light meets mountain haze, river meets grassy plains, birds migrate in joyful maze",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_244,Fox darting through pristine snow,low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Deer,illusion Pigeon,illusion Butterfly
IllusionAnimals_245,A colorful hot air balloon festival filling the sky with hues,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_246,A colorful hot air balloon floating over a patchwork landscape,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_247,A majestic bridge spanning a wide river,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_248,A forest with blooming flowers,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_249,A charming cottage covered in ivy with a thatched roof,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_250,"Sunbeams pierce dark forest depths, river flow washes over rocks, birds call from branches",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_251,Magenta sunrise greeting hopeful dawn,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_252,"Ancient tree roots intertwining across the moonlit forest floor, moonlight filtering through branches",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_253,A bustling city street lined with colorful shops and towering skyscrapers,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_254,Playful otters frolicking in shallow rapids,low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Cat,illusion Pigeon,illusion Cat
IllusionAnimals_255,A time-worn pirate ship adrift at sea,low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Butterfly,illusion Pigeon,illusion Butterfly
IllusionAnimals_256,Sandy dunes meet turquoise seas under a stormy sky,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_257,Graceful swans gliding effortlessly across glassy lake surface,low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Butterfly,illusion Pigeon,illusion Butterfly
IllusionAnimals_258,Ocean wave curling gracefully onto beach,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_259,A colorful sunset over a calm beautiful lake,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_260,A field of lavender with bees buzzing around the fragrant flowers,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_261,Misty jungle surrounded by vibrant flowers and tall palm trees,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_262,A lively carnival with bright tents and rides,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_263,A medieval castle perched on a cliff overlooking the ocean,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,illusion Butterfly
IllusionAnimals_264,"A forgotten boat rests beneath the waves, sunlight illuminating its weathered hull",low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Butterfly,illusion Pigeon,illusion Butterfly
IllusionAnimals_265,A bustling marketplace with colorful stalls and vibrant street food vendors,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_266,A forest with tall trees and a flowing river,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_267,"Forest sunrise, golden light stretches through canopy, birds sing softly",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_268,A foggy forest with a winding river,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_269,Beautiful butterfly alighting on delicate flower petals,low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Butterfly,illusion Pigeon,illusion Butterfly
IllusionAnimals_270,A rooftop view of a sprawling metropolis at night,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_271,A misty forest filled with towering redwoods,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_272,"Vast forest meets mountain peaks, sunlight filters through canopy secrets, birds sing in rhythmic streaks",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_273,"Mountain meets lake reflection, sunlight dances on ripples, birds flutter over water",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_274,"City skyline reflected in a pool of water, neon lights shimmering",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_275,A dirt path leading through a lush forest,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_276,A bustling city square adorned with festive decorations,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_277,"Volcanic mountains erupt in waves of fire, glowing rivers flow through valleys below",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_278,"Glowing fields of wildflowers stretch endlessly, vintage tractor leaves dusty trail",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_279,A dreamy landscape with a cloudy sky and a rainbow,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_280,A quaint seaside town with colorful fishing boats,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_281,"Golden warmth paints mountain slopes, river flows swiftly below, birds sing in colorful patterns",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_282,A starry night over a calm sea,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_283,"Pulse of the city fades to sea, mountains rise in rhythmic sway, river meets the history",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_284,A field of vibrant wildflowers under a clear blue sky,low quality,2.5,pigeon,Pigeon,illusion Fish,no illusion,illusion Pigeon,no illusion
IllusionAnimals_285,A vibrant field of wildflowers blowing in the wind,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_286,A bustling city street with neon lights and towering skyscrapers,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_287,"Abandoned laboratory, scientific symbols floating in the air",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Butterfly,no illusion
IllusionAnimals_288,"Gentle waves lap sandy shores, towering waves crash against ancient cliffs",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_289,Hyena laughing boisterously while feasting,low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Cat,illusion Pigeon,illusion Dog
IllusionAnimals_290,A refreshing oasis amidst vast desert sands,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_291,A lovely wedding reception held in elegant hall,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_292,A serene lake with lush forest and mountains,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_293,A picturesque seaside town with colorful houses lining the shore,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_294,"Gentle waves reflect moonlight, illuminating underwater life in vibrant colors",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_295,Shark fin slicing smoothly through deep blue sea,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_296,"Neon rivers flow through silicon sand, mountains sculpted from fractured land, birds made of light expand",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_297,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_298,A bustling city skyline at night,low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_299,"Neon rivers flow through silicon sand, mountains sculpted from fractured land, birds made of light expand",low quality,2.5,pigeon,Pigeon,illusion Pigeon,no illusion,illusion Pigeon,no illusion
IllusionAnimals_300,A playful dolphin jumping out of crystal-clear waters,low quality,2.5,pigeon,Pigeon,illusion Pigeon,illusion Fish,illusion Pigeon,illusion Fish
IllusionAnimals_301,A winding river snaking through a lush green landscape,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_302,"Windswept dunes meeting turquoise sea, rolling waves foam and crest",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_303,A mystical desert oasis with palm trees and cool water,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_304,Crocodile basking in tropical sunshine,low quality,2.5,butterfly,Butterfly,illusion Butterfly,illusion Fish,illusion Butterfly,no illusion
IllusionAnimals_305,A lighthouse amidst a green landscape with the sea behind,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_306,"Sun washes over river's surface, birds soar through canyon glow, sunlight filters through trees",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_307,"Starlight spills over snow-covered mountains, lone cabin huddled in valley below",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,illusion Butterfly
IllusionAnimals_308,"Neon city zoomed at night, palm trees reaching sky's edge",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_309,A Guru Nanak Jayanti langar serving equality,low quality,2.5,butterfly,Butterfly,illusion Butterfly,illusion Cat,illusion Butterfly,illusion Cat
IllusionAnimals_310,A peaceful meadow filled with grazing deer,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_311,"City skyline reflected in a pool of water, neon lights shimmering",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_312,Vintage carnival with Ferris wheel against twilight sky,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_313,A peaceful cottage in a forest glade,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_314,A field of daisies with a rainbow in the background,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_315,Birds singing harmoniously at dawn,low quality,2.5,butterfly,Butterfly,illusion Butterfly,illusion Butterfly,illusion Butterfly,illusion Butterfly
IllusionAnimals_316,A cozy cafe on a rainy day,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_317,A lush meadow beneath a bright blue summer sky,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_318,Misty jungle surrounded by vibrant flowers and tall palm trees,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_319,"Tropical forest meets cascading waterfall, turquoise river churns",low quality,2.5,butterfly,Butterfly,illusion Butterfly,illusion Cat,illusion Butterfly,illusion Cat
IllusionAnimals_320,"Ancient cave entrance, stalactites glow, sunlight filters through dusty air",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_321,A doe by a lake drinking water,low quality,2.5,butterfly,Butterfly,illusion Butterfly,illusion Deer,illusion Butterfly,illusion Deer
IllusionAnimals_322,"Space station orbits Earth, glowing city lights twinkle below clouds",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_323,A futuristic city with flying cars and neon lights,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_324,Rhinos charging through savannah,low quality,2.5,butterfly,Butterfly,illusion Butterfly,illusion Horse,illusion Butterfly,illusion Horse
IllusionAnimals_325,A futuristic cityscape with flying cars and neon signs,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_326,Glittering icicles hanging precariously off ledge,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_327,Moon setting behind rolling sand dunes in early dawn light,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_328,Seaside boardwalk with vintage arcade games,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_329,A forest with tall trees and a babbling brook,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_330,A rustic barn surrounded by fields of golden wheat,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_331,A vibrant sunset painting the sky in hues of orange and pink,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_332,Gentle waves guide small boats through hidden mangrove forest,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_333,A winter solstice bonfire warming hearts,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_334,Tranquil forest with birds singing in the canopy,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_335,An ancient city in the desert,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_336,Kangaroo bounding powerfully across Outback expanse,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,illusion Pigeon
IllusionAnimals_337,A bustling train station with passengers rushing to catch their trains,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_338,A vast blue ocean containing small islands with palm trees,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_339,"A shimmering river flows through a desolate canyon, sunlight highlighting the eroded rock walls",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_340,A majestic bald eagle soaring overhead,low quality,2.5,butterfly,Butterfly,illusion Butterfly,illusion Deer,illusion Butterfly,illusion Butterfly
IllusionAnimals_341,A dark alleyway with neon lights and graffiti,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_342,A forest with tall trees and a winding path,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_343,"Steam rises from meadow meadows, wildflowers bloom in vibrant hues, birds flutter",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_344,Tranquil mountains overlooking a lush jungle and flowing river,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_345,A foggy forest with tall trees and a wooden bridge,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_346,An abandoned castle with ivy-covered walls and a moat,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_347,"City skyline reflected in a pool of water, neon lights shimmering",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_348,A field of poppies swaying in the breeze under a clear sky,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_349,"Sunbeams break through jungle canopy, river winds through valleys, sunlight paints patterns on everything",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_350,Cheetah sprinting swiftly,low quality,2.5,butterfly,Butterfly,illusion Butterfly,illusion Cat,illusion Butterfly,illusion Elephant
IllusionAnimals_351,Desert canyon with towering rock formations illuminated by glowing sunlight,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_352,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_353,Tranquil meadow with wildflowers and distant hills,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_354,A girl with brown hair wearing a black dress standing in a field of flowers,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,illusion Snake
IllusionAnimals_355,A bustling harbor filled with fishing boats and seagulls,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_356,A Kwanzaa celebration honoring heritage,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,illusion Cat
IllusionAnimals_357,"Volcanic mountains erupt in clouds, geothermal lake forms below",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_358,Camels crossing expansive desert dunes,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_359,A vast desert under the twilight sky,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_360,"Golden sunrise paints horizon, vast desert landscape, dunes shift in the gentle breeze",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_361,A rugged canyon carved by a winding river,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_362,A delightful puppet show entertaining young audiences,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_363,A bear fishing in a river at sunset,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_364,Old stone bridge over crystal clear mountain stream,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_365,Majestic castle standing proudly on cliffside,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_366,A lonely cottage in autumn forest,low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_367,"Silent mountains embrace turquoise lake, sunlight paints ripples",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
IllusionAnimals_368,"Mountain lake reflects snow-capped peaks, wildflowers dance on surface",low quality,2.5,butterfly,Butterfly,illusion Butterfly,no illusion,illusion Butterfly,no illusion
